Authors,Title,Link,Affiliations,Authors with affiliations
"Neaime G.","Interval garside structures for the complex braid groups B(e,e,n)","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075176427&doi=10.1090%2ftran%2f7885&partnerID=40&md5=8d60d0ef4481439a1edc0d5d6325f680","Fakultät für Mathematik, Universität Bielefeld, Universitatsstrasse 25, Brilefeld, 33615, Germany","Neaime, G., Fakultät für Mathematik, Universität Bielefeld, Universitatsstrasse 25, Brilefeld, 33615, Germany"
"Schenk J., Geisen S., Kleinbölting N., Traunspurger W.","Metabarcoding data allow for reliable biomass estimates in the most abundant animals on earth","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087611560&doi=10.3897%2fmbmg.3.46704&partnerID=40&md5=2fb69bceaa32feb72abf2a42ad50bffa","Department of Animal Ecology, Bielefeld University, Konsequenz 45, Bielefeld, 33615, Germany; Laboratory of Nematology, Wageningen University and Research, Wageningen, 6700 ES, Netherlands; Department of Terrestrial Ecology, Netherlands Institute of Ecology NIOO-KNAW, Wageningen, 6708, PB, Netherlands; Center for Biotechnology, Bielefeld University, Universitaetsstrasse 25, Bielefeld, 33615, Germany","Schenk, J., Department of Animal Ecology, Bielefeld University, Konsequenz 45, Bielefeld, 33615, Germany, Center for Biotechnology, Bielefeld University, Universitaetsstrasse 25, Bielefeld, 33615, Germany; Geisen, S., Laboratory of Nematology, Wageningen University and Research, Wageningen, 6700 ES, Netherlands, Center for Biotechnology, Bielefeld University, Universitaetsstrasse 25, Bielefeld, 33615, Germany; Kleinbölting, N., Department of Terrestrial Ecology, Netherlands Institute of Ecology NIOO-KNAW, Wageningen, 6708, PB, Netherlands, Center for Biotechnology, Bielefeld University, Universitaetsstrasse 25, Bielefeld, 33615, Germany; Traunspurger, W., Department of Animal Ecology, Bielefeld University, Konsequenz 45, Bielefeld, 33615, Germany, Center for Biotechnology, Bielefeld University, Universitaetsstrasse 25, Bielefeld, 33615, Germany"
"Sudsom D., Döpke C., Blachowicz T., Ehrmann A.","Micromagnetic simulation of thickness-dependent magnetization reversal processes in elongated iron nanodots","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077812291&doi=10.1088%2f1742-6596%2f1391%2f1%2f012126&partnerID=40&md5=4ca614ff66c0fd5b01c0afa1d4e6b4b2","Faculty of Engineering and Mathematics, Bielefeld University of Applied Sciences, Bielefeld, 33619, Germany; Institute of Physics - Center for Science and Education, Silesian University of Technology, Gliwice, 44-100, Poland","Sudsom, D., Faculty of Engineering and Mathematics, Bielefeld University of Applied Sciences, Bielefeld, 33619, Germany; Döpke, C., Faculty of Engineering and Mathematics, Bielefeld University of Applied Sciences, Bielefeld, 33619, Germany; Blachowicz, T., Institute of Physics - Center for Science and Education, Silesian University of Technology, Gliwice, 44-100, Poland; Ehrmann, A., Faculty of Engineering and Mathematics, Bielefeld University of Applied Sciences, Bielefeld, 33619, Germany"
"Laaser U., Broniatowski R., Byepu S., Bjegovic-Mikanovic V.","Delays in Achieving Maternal, Newborn, and Child Health Targets for 2021 and 2030 in Liberia","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077335662&doi=10.3389%2ffpubh.2019.00386&partnerID=40&md5=3e7eb65dfe6b9fc2c0c4ce73ef0fced1","Section of International Public Health, School of Public Health, Bielefeld University, Bielefeld, Germany; EPOS Health Management, Bad Homburg, Germany; College of Business Administration, INHA University, Incheon, South Korea; Faculty of Medicine, School of Public Health and Management, University of Belgrade, Belgrade, Serbia","Laaser, U., Section of International Public Health, School of Public Health, Bielefeld University, Bielefeld, Germany; Broniatowski, R., EPOS Health Management, Bad Homburg, Germany; Byepu, S., College of Business Administration, INHA University, Incheon, South Korea; Bjegovic-Mikanovic, V., Faculty of Medicine, School of Public Health and Management, University of Belgrade, Belgrade, Serbia"
"Ahinkorah B.O., Hagan J.E., Jr., Seidu A.-A., Budu E., Hormenu T., Mintah J.K., Sambah F., Schack T.","Access to Adolescent Pregnancy Prevention Information and Services in Ghana: A Community-Based Case-Control Study","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077320440&doi=10.3389%2ffpubh.2019.00382&partnerID=40&md5=5b8af76c35e198196962c83bbcf4941c","Faculty of Health, The Australian Centre for Public and Population Health Research (ACPPHR), University of Technology Sydney, Sydney, NSW, Australia; Department of Health, Physical Education and Recreation, University of Cape Coast, Cape Coast, Ghana; Neurocognition and Action-Biomechanics-Research Group, Faculty of Psychology and Sport Sciences, Bielefeld University, Bielefeld, Germany; Department of Population and Health, University of Cape Coast, Cape Coast, Ghana","Ahinkorah, B.O., Faculty of Health, The Australian Centre for Public and Population Health Research (ACPPHR), University of Technology Sydney, Sydney, NSW, Australia; Hagan, J.E., Jr., Department of Health, Physical Education and Recreation, University of Cape Coast, Cape Coast, Ghana, Neurocognition and Action-Biomechanics-Research Group, Faculty of Psychology and Sport Sciences, Bielefeld University, Bielefeld, Germany; Seidu, A.-A., Department of Population and Health, University of Cape Coast, Cape Coast, Ghana; Budu, E., Department of Population and Health, University of Cape Coast, Cape Coast, Ghana; Hormenu, T., Department of Health, Physical Education and Recreation, University of Cape Coast, Cape Coast, Ghana; Mintah, J.K., Department of Health, Physical Education and Recreation, University of Cape Coast, Cape Coast, Ghana; Sambah, F., Department of Health, Physical Education and Recreation, University of Cape Coast, Cape Coast, Ghana; Schack, T., Neurocognition and Action-Biomechanics-Research Group, Faculty of Psychology and Sport Sciences, Bielefeld University, Bielefeld, Germany"
"Bednarz H., Roloff N., Niehaus K.","Mass Spectrometry Imaging of the Spatial and Temporal Localization of Alkaloids in Nightshades","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076384364&doi=10.1021%2facs.jafc.9b01155&partnerID=40&md5=6bfc8b66b881f43bcd7d27f04caddc10","Proteome and Metabolome Research, Faculty of Biology and Center for Biotechnology (CeBiTec), Universität Bielefeld, Universitätsstraße 25, Bielefeld, 33615, Germany","Bednarz, H., Proteome and Metabolome Research, Faculty of Biology and Center for Biotechnology (CeBiTec), Universität Bielefeld, Universitätsstraße 25, Bielefeld, 33615, Germany; Roloff, N., Proteome and Metabolome Research, Faculty of Biology and Center for Biotechnology (CeBiTec), Universität Bielefeld, Universitätsstraße 25, Bielefeld, 33615, Germany; Niehaus, K., Proteome and Metabolome Research, Faculty of Biology and Center for Biotechnology (CeBiTec), Universität Bielefeld, Universitätsstraße 25, Bielefeld, 33615, Germany"
"Geisler R., Pedersen M.C., Hannappel Y., Schweins R., Prévost S., Dattani R., Arleth L., Hellweg T.","Aescin-Induced Conversion of Gel-Phase Lipid Membranes into Bicelle-like Lipid Nanoparticles","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075700605&doi=10.1021%2facs.langmuir.9b02077&partnerID=40&md5=34bf62dc32de7549280b0ecb96886c74","Department of Chemistry, Physical and Biophysical Chemistry, Bielefeld University, Universitätsstr. 25, Bielefeld, 33615, Germany; Niels Bohr Institute, University of Copenhagen, Universitetsparken 5, Copenhagen, 2100, Denmark; Institut Laue-Langevin, DS/LSS, 71 Avenue des Martyrs, Grenoble Cedex 9, 38042, France; ESRF-The European Synchrotron, 71 Avenue des Martyrs, Grenoble Cedex 9, 38043, France","Geisler, R., Department of Chemistry, Physical and Biophysical Chemistry, Bielefeld University, Universitätsstr. 25, Bielefeld, 33615, Germany; Pedersen, M.C., Niels Bohr Institute, University of Copenhagen, Universitetsparken 5, Copenhagen, 2100, Denmark; Hannappel, Y., Department of Chemistry, Physical and Biophysical Chemistry, Bielefeld University, Universitätsstr. 25, Bielefeld, 33615, Germany; Schweins, R., Institut Laue-Langevin, DS/LSS, 71 Avenue des Martyrs, Grenoble Cedex 9, 38042, France; Prévost, S., ESRF-The European Synchrotron, 71 Avenue des Martyrs, Grenoble Cedex 9, 38043, France; Dattani, R., ESRF-The European Synchrotron, 71 Avenue des Martyrs, Grenoble Cedex 9, 38043, France; Arleth, L., Niels Bohr Institute, University of Copenhagen, Universitetsparken 5, Copenhagen, 2100, Denmark; Hellweg, T., Department of Chemistry, Physical and Biophysical Chemistry, Bielefeld University, Universitätsstr. 25, Bielefeld, 33615, Germany"
"Devi P., Mejía C.S., Caron L., Singh S., Nicklas M., Felser C.","Effect of chemical and hydrostatic pressure on the coupled magnetostructural transition of Ni-Mn-In Heusler alloys","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077334503&doi=10.1103%2fPhysRevMaterials.3.122401&partnerID=40&md5=b0628e2b1282f5e2893b3fd8c19dbd8f","Max Planck Institute for Chemical Physics of Solids, Nöthnitzer Straße 40, Dresden, 01187, Germany; Dresden High Magnetic Field Laboratory (HLD-EMFL), Helmholtz-Zentrum Dresden-Rossendorf, Dresden, 01328, Germany; Faculty of Physics, Bielefeld University, Bielefeld, 33615, Germany; School of Materials Science and Technology, Indian Institute of Technology (BHU), Varanasi, 221005, India","Devi, P., Max Planck Institute for Chemical Physics of Solids, Nöthnitzer Straße 40, Dresden, 01187, Germany; Mejía, C.S., Dresden High Magnetic Field Laboratory (HLD-EMFL), Helmholtz-Zentrum Dresden-Rossendorf, Dresden, 01328, Germany; Caron, L., Faculty of Physics, Bielefeld University, Bielefeld, 33615, Germany; Singh, S., Max Planck Institute for Chemical Physics of Solids, Nöthnitzer Straße 40, Dresden, 01187, Germany, School of Materials Science and Technology, Indian Institute of Technology (BHU), Varanasi, 221005, India; Nicklas, M., Max Planck Institute for Chemical Physics of Solids, Nöthnitzer Straße 40, Dresden, 01187, Germany; Felser, C., Max Planck Institute for Chemical Physics of Solids, Nöthnitzer Straße 40, Dresden, 01187, Germany"
"Widmann T., Kreuzer L.P., Hohn N., Bießmann L., Wang K., Rinner S., Moulin J.-F., Schmid A.J., Hannappel Y., Wrede O., Kühnhammer M., Hellweg T., Von Klitzing R., Müller-Buschbaum P.","Hydration and Solvent Exchange Induced Swelling and Deswelling of Homogeneous Poly(N-isopropylacrylamide) Microgel Thin Films","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076331797&doi=10.1021%2facs.langmuir.9b03104&partnerID=40&md5=3c2cd28ea2aa87a3f932e31ef261d29f","Lehrstuhl für Funktionelle Materialien, Physik Department, Technische Universität München, James-Franck-Straße 1, Garching, 85748, Germany; Helmholtz-Zentrum Geesthacht at Heinz Maier-Leibnitz Zentrum, Lichtenbergstraße 1, Garching, 85747, Germany; Fakultät für Chemie, Physikalische und Biophysikalische Chemie, Universität Bielefeld, Universitätsstraße 25, Bielefeld, 33615, Germany; Festkörperphysik, Technische Universität Darmstadt, Hochschulstraße 8, Darmstadt, 64289, Germany; Heinz Maier-Leibnitz Zentrum (MLZ), Technische Universität München, Lichtenbergstraße 1, Garching, 85748, Germany","Widmann, T., Lehrstuhl für Funktionelle Materialien, Physik Department, Technische Universität München, James-Franck-Straße 1, Garching, 85748, Germany; Kreuzer, L.P., Lehrstuhl für Funktionelle Materialien, Physik Department, Technische Universität München, James-Franck-Straße 1, Garching, 85748, Germany; Hohn, N., Lehrstuhl für Funktionelle Materialien, Physik Department, Technische Universität München, James-Franck-Straße 1, Garching, 85748, Germany; Bießmann, L., Lehrstuhl für Funktionelle Materialien, Physik Department, Technische Universität München, James-Franck-Straße 1, Garching, 85748, Germany; Wang, K., Lehrstuhl für Funktionelle Materialien, Physik Department, Technische Universität München, James-Franck-Straße 1, Garching, 85748, Germany; Rinner, S., Lehrstuhl für Funktionelle Materialien, Physik Department, Technische Universität München, James-Franck-Straße 1, Garching, 85748, Germany; Moulin, J.-F., Helmholtz-Zentrum Geesthacht at Heinz Maier-Leibnitz Zentrum, Lichtenbergstraße 1, Garching, 85747, Germany; Schmid, A.J., Fakultät für Chemie, Physikalische und Biophysikalische Chemie, Universität Bielefeld, Universitätsstraße 25, Bielefeld, 33615, Germany; Hannappel, Y., Fakultät für Chemie, Physikalische und Biophysikalische Chemie, Universität Bielefeld, Universitätsstraße 25, Bielefeld, 33615, Germany; Wrede, O., Fakultät für Chemie, Physikalische und Biophysikalische Chemie, Universität Bielefeld, Universitätsstraße 25, Bielefeld, 33615, Germany; Kühnhammer, M., Festkörperphysik, Technische Universität Darmstadt, Hochschulstraße 8, Darmstadt, 64289, Germany; Hellweg, T., Fakultät für Chemie, Physikalische und Biophysikalische Chemie, Universität Bielefeld, Universitätsstraße 25, Bielefeld, 33615, Germany; Von Klitzing, R., Festkörperphysik, Technische Universität Darmstadt, Hochschulstraße 8, Darmstadt, 64289, Germany; Müller-Buschbaum, P., Lehrstuhl für Funktionelle Materialien, Physik Department, Technische Universität München, James-Franck-Straße 1, Garching, 85748, Germany, Heinz Maier-Leibnitz Zentrum (MLZ), Technische Universität München, Lichtenbergstraße 1, Garching, 85748, Germany"
"Kohse-Höinghaus K., Fuchs H., Zhang T., Wu Y.","Explore the Unknown—The Value of Basic Research","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075484579&doi=10.1002%2fanie.201913851&partnerID=40&md5=4637e08469e9a20b2dcf9d6ce3049811","Fakultät für Chemie, Universität Bielefeld, Universitätsstr. 25, Bielefeld, 33615, Germany; Physikalisches Institut, Universität Münster, Wilhelm Klemm-Str. 10, Münster, 48149, Germany; Dalian Institute of Chemical Physics, Chinese Academy of Sciences, 457 Zhongshan Road, Dalian, 116023, China; University of Chinese Academy of Sciences (UCAS), 19(A) Yuquan Road, Shijingshan District, Beijing, 100049, China","Kohse-Höinghaus, K., Fakultät für Chemie, Universität Bielefeld, Universitätsstr. 25, Bielefeld, 33615, Germany; Fuchs, H., Physikalisches Institut, Universität Münster, Wilhelm Klemm-Str. 10, Münster, 48149, Germany; Zhang, T., Dalian Institute of Chemical Physics, Chinese Academy of Sciences, 457 Zhongshan Road, Dalian, 116023, China; Wu, Y., University of Chinese Academy of Sciences (UCAS), 19(A) Yuquan Road, Shijingshan District, Beijing, 100049, China"
"Adebar N., Choi J.E., Schober L., Miyake R., Iura T., Kawabata H., Gröger H.","Overcoming Work-Up Limitations of Biphasic Biocatalytic Reaction Mixtures Through Liquid-Liquid Segmented Flow Processes","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074042569&doi=10.1002%2fcctc.201901107&partnerID=40&md5=ed140631a047ebbc576760a83ffa686e","Chair of Industrial Organic Chemistry and Biotechnology Faculty of Chemistry, Bielefeld University, Universitätsstr. 25, Bielefeld, 33615, Germany; Science & Innovation Center, Mitsubishi Chemical Corporation, 1000 Kamoshida-cho, Aoba-ku, Yokohama, 227-8502, Japan; API Corporation, 13-4 Uchikanda 1-chome Chiyoda-ku, Tokyo, 101-0047, Japan","Adebar, N., Chair of Industrial Organic Chemistry and Biotechnology Faculty of Chemistry, Bielefeld University, Universitätsstr. 25, Bielefeld, 33615, Germany; Choi, J.E., Chair of Industrial Organic Chemistry and Biotechnology Faculty of Chemistry, Bielefeld University, Universitätsstr. 25, Bielefeld, 33615, Germany; Schober, L., Chair of Industrial Organic Chemistry and Biotechnology Faculty of Chemistry, Bielefeld University, Universitätsstr. 25, Bielefeld, 33615, Germany; Miyake, R., Science & Innovation Center, Mitsubishi Chemical Corporation, 1000 Kamoshida-cho, Aoba-ku, Yokohama, 227-8502, Japan; Iura, T., Science & Innovation Center, Mitsubishi Chemical Corporation, 1000 Kamoshida-cho, Aoba-ku, Yokohama, 227-8502, Japan, API Corporation, 13-4 Uchikanda 1-chome Chiyoda-ku, Tokyo, 101-0047, Japan; Kawabata, H., Science & Innovation Center, Mitsubishi Chemical Corporation, 1000 Kamoshida-cho, Aoba-ku, Yokohama, 227-8502, Japan, API Corporation, 13-4 Uchikanda 1-chome Chiyoda-ku, Tokyo, 101-0047, Japan; Gröger, H., Chair of Industrial Organic Chemistry and Biotechnology Faculty of Chemistry, Bielefeld University, Universitätsstr. 25, Bielefeld, 33615, Germany"
"Wendisch V.F.","Genome-reduced Corynebacterium glutamicum fit for biotechnological applications","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088456380&doi=10.1007%2f978-3-030-31897-0_4&partnerID=40&md5=e31c108ebdf6d16d80817b3bcead2414","Genetics of Prokaryotes, Faculty of Biology, Bielefeld University, Bielefeld, Germany; Center for Biotechnology (CeBiTec), Bielefeld University, Bielefeld, Germany","Wendisch, V.F., Genetics of Prokaryotes, Faculty of Biology, Bielefeld University, Bielefeld, Germany, Center for Biotechnology (CeBiTec), Bielefeld University, Bielefeld, Germany"
