Authors,Title,Link,Affiliations,Authors with affiliations
"Adarkwah C.C., Jegan N., Heinzel-Gutenbrunner M., Kühne F., Siebert U., Popert U., Donner-Banzhoff N., Kürwitz S.","Time-to-event versus ten-year-absolute-risk in cardiovascular risk prevention - Does it make a difference? Results from the Optimizing-Risk-Communication (OptRisk) randomized-controlled trial","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84999260387&doi=10.1186%2fs12911-016-0393-1&partnerID=40&md5=260ed8234cce9c60a515772d6358fdaa","Department of General Practice and Family Medicine, Philipps-University, Marburg, Germany; CAPHRI School for Public Health and Primary Care, Department of Health Services Research, Maastricht University, Maastricht, Netherlands; Department of Child and Adolescent Psychiatry, Philipps-University, Marburg, Germany; Institute of Public Health, Medical Decision Making and Health Technology Assessment, Department of Public Health and Health Technology Assessment, UMIT, University for Health Sciences, Medical Informatics and Technology, Hall i.T., Austria; Division of Public Health Decision Modelling, Health Technology Assessment and Health Economics, ONCOTYROL - Center for Personalized Cancer Medicine, Innsbruck, Austria; Center for Health Decision Science, Department of Health Policy and Management, Harvard School of Public Health, Boston, MA, United States; Department of General Practice, Georg-August-University, Göttingen, Germany; Department of Public Health, University of Bielefeld, Bielefeld, Germany","Adarkwah, C.C., Department of General Practice and Family Medicine, Philipps-University, Marburg, Germany, CAPHRI School for Public Health and Primary Care, Department of Health Services Research, Maastricht University, Maastricht, Netherlands; Jegan, N., Department of General Practice and Family Medicine, Philipps-University, Marburg, Germany; Heinzel-Gutenbrunner, M., Department of Child and Adolescent Psychiatry, Philipps-University, Marburg, Germany; Kühne, F., Institute of Public Health, Medical Decision Making and Health Technology Assessment, Department of Public Health and Health Technology Assessment, UMIT, University for Health Sciences, Medical Informatics and Technology, Hall i.T., Austria; Siebert, U., Institute of Public Health, Medical Decision Making and Health Technology Assessment, Department of Public Health and Health Technology Assessment, UMIT, University for Health Sciences, Medical Informatics and Technology, Hall i.T., Austria, Division of Public Health Decision Modelling, Health Technology Assessment and Health Economics, ONCOTYROL - Center for Personalized Cancer Medicine, Innsbruck, Austria, Center for Health Decision Science, Department of Health Policy and Management, Harvard School of Public Health, Boston, MA, United States; Popert, U., Department of General Practice, Georg-August-University, Göttingen, Germany; Donner-Banzhoff, N., Department of General Practice and Family Medicine, Philipps-University, Marburg, Germany; Kürwitz, S., Department of General Practice and Family Medicine, Philipps-University, Marburg, Germany, Department of Public Health, University of Bielefeld, Bielefeld, Germany"
"Twardon L., Ritter H.","Active boundary component models for robotic dressing assistance","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006515753&doi=10.1109%2fIROS.2016.7759436&partnerID=40&md5=f9fad7d08136595c9337e8b56444acc1","Neuroinformatics Group, EXC Cognitive Interaction Technology (CITEC), Bielefeld University, Germany","Twardon, L., Neuroinformatics Group, EXC Cognitive Interaction Technology (CITEC), Bielefeld University, Germany; Ritter, H., Neuroinformatics Group, EXC Cognitive Interaction Technology (CITEC), Bielefeld University, Germany"
"Wienke J., Wrede S.","Autonomous fault detection for performance bugs in component-based robotic systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006365349&doi=10.1109%2fIROS.2016.7759507&partnerID=40&md5=e8e4faee53e5b881a05e5c971ce1c464","Research Institute for Cognition and Robotics (CoR-Lab), Bielefeld University, Germany","Wienke, J., Research Institute for Cognition and Robotics (CoR-Lab), Bielefeld University, Germany; Wrede, S., Research Institute for Cognition and Robotics (CoR-Lab), Bielefeld University, Germany"
"Meier M., Walck G., Haschke R., Ritter H.J.","Distinguishing sliding from slipping during object pushing","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006355021&doi=10.1109%2fIROS.2016.7759820&partnerID=40&md5=0f8a196f0b548ebabfbf109d554e9532","Neuroinformatics Group, Center of Excellence Cognitive Interaction Technology (CITEC), Bielefeld University, Germany","Meier, M., Neuroinformatics Group, Center of Excellence Cognitive Interaction Technology (CITEC), Bielefeld University, Germany; Walck, G., Neuroinformatics Group, Center of Excellence Cognitive Interaction Technology (CITEC), Bielefeld University, Germany; Haschke, R., Neuroinformatics Group, Center of Excellence Cognitive Interaction Technology (CITEC), Bielefeld University, Germany; Ritter, H.J., Neuroinformatics Group, Center of Excellence Cognitive Interaction Technology (CITEC), Bielefeld University, Germany"
"Shareef Z., Reinhart F., Steil J.","Generalizing a learned inverse dynamic model of KUKA LWR IV+ for load variations using regression in the model space","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006355772&doi=10.1109%2fIROS.2016.7759115&partnerID=40&md5=21665a9db393ed5dc4b717414faab711","Research Institute for Cognition and Robotics (CoR-Lab), University of Bielefeld, Germany","Shareef, Z., Research Institute for Cognition and Robotics (CoR-Lab), University of Bielefeld, Germany; Reinhart, F., Research Institute for Cognition and Robotics (CoR-Lab), University of Bielefeld, Germany; Steil, J., Research Institute for Cognition and Robotics (CoR-Lab), University of Bielefeld, Germany"
"Lier F., Hanheide M., Natale L., Schulz S., Weisz J., Wachsmuth S., Wrede S.","Towards automated system and experiment reproduction in robotics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006384954&doi=10.1109%2fIROS.2016.7759508&partnerID=40&md5=2768533b9989e1ee7db93200328fdf8d","Bielefeld University (CITEC/CoR-Lab), Bielefeld, 33615, Germany; University of Lincoln (L-CAS), Lincoln, LN6 7TS, United Kingdom; Italian Institute of Technology (IIT), Genova, 16163, Italy; Columbia UniversityNY  10027, United States","Lier, F., Bielefeld University (CITEC/CoR-Lab), Bielefeld, 33615, Germany; Hanheide, M., University of Lincoln (L-CAS), Lincoln, LN6 7TS, United Kingdom; Natale, L., Italian Institute of Technology (IIT), Genova, 16163, Italy; Schulz, S., Bielefeld University (CITEC/CoR-Lab), Bielefeld, 33615, Germany; Weisz, J., Columbia UniversityNY  10027, United States; Wachsmuth, S., Bielefeld University (CITEC/CoR-Lab), Bielefeld, 33615, Germany; Wrede, S., Bielefeld University (CITEC/CoR-Lab), Bielefeld, 33615, Germany"
"Osterloff J., Nilssen I., Nattkemper T.W.","Computational coral feature monitoring for the fixed underwater observatory LoVe","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006942550&doi=10.1109%2fOCEANS.2016.7761417&partnerID=40&md5=24fdefd3e54a30532778efbb296e268f","Biodata Mining Group, Faculty of Technology, Bielefeld University, Germany; Trondhjem Biological Station, Department of Biology, NTNU, Trondheim, N-7491, Norway; Norway and Statoil, ASA, Research and Technology, Trondheim, N-7005, Norway","Osterloff, J., Biodata Mining Group, Faculty of Technology, Bielefeld University, Germany; Nilssen, I., Trondhjem Biological Station, Department of Biology, NTNU, Trondheim, N-7491, Norway, Norway and Statoil, ASA, Research and Technology, Trondheim, N-7005, Norway; Nattkemper, T.W., Biodata Mining Group, Faculty of Technology, Bielefeld University, Germany"
"Wendisch V.F.","L-Lysine","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014808197&doi=10.1002%2f9783527807833&partnerID=40&md5=3dc8e48b4451f0c61156d95e35c61d22","Bielefeld University, Faculty of Biology, CeBiTec, Postfach 100131, Bielefeld, 33501, Germany","Wendisch, V.F., Bielefeld University, Faculty of Biology, CeBiTec, Postfach 100131, Bielefeld, 33501, Germany"
"Wei H., Cai H., Wu J., Wei Z., Zhang F., Huang X., Ma L., Feng L., Zhang R., Wang Y., Ragg H., Zheng Y., Zhou A.","Heparin binds lamprey angiotensinogen and promotes thrombin inhibition through a template mechanism","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84997719779&doi=10.1074%2fjbc.M116.725895&partnerID=40&md5=e090f78166813309a53775521582a033","Hongqiao International Institute of Medicine, Shanghai Tongren Hospital/Faculty of Basic Medicine, Chemical Biology Division of Shanghai Universities E-Institutes, Key Laboratory of Cell Differentiation and Apoptosis of the Chinese Ministry of Education, Shanghai Jiao Tong University School of Medicine, Shanghai, 200025, China; Faculty of Technology, Bielefeld University, Bielefeld, 33613, Germany","Wei, H., Hongqiao International Institute of Medicine, Shanghai Tongren Hospital/Faculty of Basic Medicine, Chemical Biology Division of Shanghai Universities E-Institutes, Key Laboratory of Cell Differentiation and Apoptosis of the Chinese Ministry of Education, Shanghai Jiao Tong University School of Medicine, Shanghai, 200025, China; Cai, H., Hongqiao International Institute of Medicine, Shanghai Tongren Hospital/Faculty of Basic Medicine, Chemical Biology Division of Shanghai Universities E-Institutes, Key Laboratory of Cell Differentiation and Apoptosis of the Chinese Ministry of Education, Shanghai Jiao Tong University School of Medicine, Shanghai, 200025, China; Wu, J., Hongqiao International Institute of Medicine, Shanghai Tongren Hospital/Faculty of Basic Medicine, Chemical Biology Division of Shanghai Universities E-Institutes, Key Laboratory of Cell Differentiation and Apoptosis of the Chinese Ministry of Education, Shanghai Jiao Tong University School of Medicine, Shanghai, 200025, China; Wei, Z., Hongqiao International Institute of Medicine, Shanghai Tongren Hospital/Faculty of Basic Medicine, Chemical Biology Division of Shanghai Universities E-Institutes, Key Laboratory of Cell Differentiation and Apoptosis of the Chinese Ministry of Education, Shanghai Jiao Tong University School of Medicine, Shanghai, 200025, China; Zhang, F., Hongqiao International Institute of Medicine, Shanghai Tongren Hospital/Faculty of Basic Medicine, Chemical Biology Division of Shanghai Universities E-Institutes, Key Laboratory of Cell Differentiation and Apoptosis of the Chinese Ministry of Education, Shanghai Jiao Tong University School of Medicine, Shanghai, 200025, China; Huang, X., Hongqiao International Institute of Medicine, Shanghai Tongren Hospital/Faculty of Basic Medicine, Chemical Biology Division of Shanghai Universities E-Institutes, Key Laboratory of Cell Differentiation and Apoptosis of the Chinese Ministry of Education, Shanghai Jiao Tong University School of Medicine, Shanghai, 200025, China; Ma, L., Hongqiao International Institute of Medicine, Shanghai Tongren Hospital/Faculty of Basic Medicine, Chemical Biology Division of Shanghai Universities E-Institutes, Key Laboratory of Cell Differentiation and Apoptosis of the Chinese Ministry of Education, Shanghai Jiao Tong University School of Medicine, Shanghai, 200025, China; Feng, L., Hongqiao International Institute of Medicine, Shanghai Tongren Hospital/Faculty of Basic Medicine, Chemical Biology Division of Shanghai Universities E-Institutes, Key Laboratory of Cell Differentiation and Apoptosis of the Chinese Ministry of Education, Shanghai Jiao Tong University School of Medicine, Shanghai, 200025, China; Zhang, R., Hongqiao International Institute of Medicine, Shanghai Tongren Hospital/Faculty of Basic Medicine, Chemical Biology Division of Shanghai Universities E-Institutes, Key Laboratory of Cell Differentiation and Apoptosis of the Chinese Ministry of Education, Shanghai Jiao Tong University School of Medicine, Shanghai, 200025, China; Wang, Y., Faculty of Technology, Bielefeld University, Bielefeld, 33613, Germany; Ragg, H., Faculty of Technology, Bielefeld University, Bielefeld, 33613, Germany; Zheng, Y., Hongqiao International Institute of Medicine, Shanghai Tongren Hospital/Faculty of Basic Medicine, Chemical Biology Division of Shanghai Universities E-Institutes, Key Laboratory of Cell Differentiation and Apoptosis of the Chinese Ministry of Education, Shanghai Jiao Tong University School of Medicine, Shanghai, 200025, China; Zhou, A., Hongqiao International Institute of Medicine, Shanghai Tongren Hospital/Faculty of Basic Medicine, Chemical Biology Division of Shanghai Universities E-Institutes, Key Laboratory of Cell Differentiation and Apoptosis of the Chinese Ministry of Education, Shanghai Jiao Tong University School of Medicine, Shanghai, 200025, China"
"Durden J.M., Schoening T., Althaus F., Friedman A., Garcia R., Glover A.G., Greinert J., Stout N.J., Jones D.O.B., Jordt A., Kaeli J.W., Köser K., Kuhnz L.A., Lindsay D., Morris K.J., Nattkemper T.W., Osterloff J., Ruhl H.A., Singh H., Tran M., Bett B.J.","Perspectives in visual imaging for marine biology and ecology: From acquisition to understanding","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84976412871&doi=10.1201%2f9781315368597&partnerID=40&md5=65d4efe9445bb949e4cd1c81614b7d12","National Oceanography Centre, European Way, Southampton, United Kingdom; Ocean and Earth Science, University of Southampton, National Oceanography Centre Southampton, European Way, Southampton, United Kingdom; GEOMAR Helmholtz Centre for Ocean Research Kiel, Kiel, Germany; CSIRO (Oceans and oAtmosphere Flagship), Hobart, Australia; Australian Centre for Field Robotics, University of Sydney, Sydney, Australia; Girona University, Girona, Spain; Life Sciences Department, Natural History Museum, Cromwell Road, London, United Kingdom; Monterey Bay Aquarium Research Institute, Moss Landing, CA, United States; Woods Hole Oceanographic Institution, Woods Hole, MA, United States; Japan Agency for Marine-Earth Science and Technology, Natsushima-cho, Yokosuka, Japan; Biodata Mining Group, Faculty of Technology, Bielefeld University, Bielefeld, Germany; Geoscience Australia, Symonston, Australia","Durden, J.M., National Oceanography Centre, European Way, Southampton, United Kingdom, Ocean and Earth Science, University of Southampton, National Oceanography Centre Southampton, European Way, Southampton, United Kingdom; Schoening, T., GEOMAR Helmholtz Centre for Ocean Research Kiel, Kiel, Germany; Althaus, F., CSIRO (Oceans and oAtmosphere Flagship), Hobart, Australia; Friedman, A., Australian Centre for Field Robotics, University of Sydney, Sydney, Australia; Garcia, R., Girona University, Girona, Spain; Glover, A.G., Life Sciences Department, Natural History Museum, Cromwell Road, London, United Kingdom; Greinert, J., GEOMAR Helmholtz Centre for Ocean Research Kiel, Kiel, Germany; Stout, N.J., Monterey Bay Aquarium Research Institute, Moss Landing, CA, United States; Jones, D.O.B., National Oceanography Centre, European Way, Southampton, United Kingdom; Jordt, A., GEOMAR Helmholtz Centre for Ocean Research Kiel, Kiel, Germany; Kaeli, J.W., Woods Hole Oceanographic Institution, Woods Hole, MA, United States; Köser, K., GEOMAR Helmholtz Centre for Ocean Research Kiel, Kiel, Germany; Kuhnz, L.A., Monterey Bay Aquarium Research Institute, Moss Landing, CA, United States; Lindsay, D., Japan Agency for Marine-Earth Science and Technology, Natsushima-cho, Yokosuka, Japan; Morris, K.J., National Oceanography Centre, European Way, Southampton, United Kingdom; Nattkemper, T.W., Biodata Mining Group, Faculty of Technology, Bielefeld University, Bielefeld, Germany; Osterloff, J., Biodata Mining Group, Faculty of Technology, Bielefeld University, Bielefeld, Germany; Ruhl, H.A., National Oceanography Centre, European Way, Southampton, United Kingdom; Singh, H., Woods Hole Oceanographic Institution, Woods Hole, MA, United States; Tran, M., Geoscience Australia, Symonston, Australia; Bett, B.J., National Oceanography Centre, European Way, Southampton, United Kingdom"
"Foerster R.M.","Task-irrelevant expectation violations in sequential manual actions: Evidence for a ""check-after-surprise"" mode of visual attention and eye-hand decoupling","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006467532&doi=10.3389%2ffpsyg.2016.01845&partnerID=40&md5=bc0b4e3e6ae267d945a1e95ba230eea6","Neuro-cognitive Psychology, Department of Psychology and Cluster of Excellence Cognitive Interaction Technology 'CITEC', Bielefeld University, Bielefeld, Germany","Foerster, R.M., Neuro-cognitive Psychology, Department of Psychology and Cluster of Excellence Cognitive Interaction Technology 'CITEC', Bielefeld University, Bielefeld, Germany"
"Scherkus C., Schmidt S., Bornscheuer U.T., Gröger H., Kara S., Liese A.","A Fed-Batch Synthetic Strategy for a Three-Step Enzymatic Synthesis of Poly-ϵ-caprolactone","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027956629&doi=10.1002%2fcctc.201600806&partnerID=40&md5=eee62a5b400a7e9a2ae9ce773ed457aa","Institute of Technical Biocatalysis, Hamburg University of Technology, Denickestr. 15, Hamburg, 21073, Germany; Dept. of Biotechnology, Delft University of Technology, Van der Maasweg 9, Delft, 2629 HZ, Netherlands; Dept. of Biotechnology & Enzyme Catalysis, Institute of Biochemistry, Greifswald University, Felix-Hausdorff-Str. 4, Greifswald, 17487, Germany; Organic Chemistry I, Faculty of Chemistry, Bielefeld University, P.O. Box 100131, Bielefeld, 33501, Germany","Scherkus, C., Institute of Technical Biocatalysis, Hamburg University of Technology, Denickestr. 15, Hamburg, 21073, Germany; Schmidt, S., Dept. of Biotechnology, Delft University of Technology, Van der Maasweg 9, Delft, 2629 HZ, Netherlands, Dept. of Biotechnology & Enzyme Catalysis, Institute of Biochemistry, Greifswald University, Felix-Hausdorff-Str. 4, Greifswald, 17487, Germany; Bornscheuer, U.T., Dept. of Biotechnology & Enzyme Catalysis, Institute of Biochemistry, Greifswald University, Felix-Hausdorff-Str. 4, Greifswald, 17487, Germany; Gröger, H., Organic Chemistry I, Faculty of Chemistry, Bielefeld University, P.O. Box 100131, Bielefeld, 33501, Germany; Kara, S., Institute of Technical Biocatalysis, Hamburg University of Technology, Denickestr. 15, Hamburg, 21073, Germany; Liese, A., Institute of Technical Biocatalysis, Hamburg University of Technology, Denickestr. 15, Hamburg, 21073, Germany"
"Foerster R.M., Poth C.H., Behler C., Botsch M., Schneider W.X.","Using the virtual reality device Oculus Rift for neuropsychological assessment of visual processing capabilities","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84995982180&doi=10.1038%2fsrep37016&partnerID=40&md5=d20baf0e35c0839a5009a60cef716448","Neuro-cognitive Psychology, Bielefeld University, P. O. Box 100131, Bielefeld, D-33501, Germany; Cluster of Excellence Cognitive Interaction Technology, Bielefeld University, P. O. Box 100131, Bielefeld, D-33501, Germany; Computer Graphics and Geometry Processing, Bielefeld University, P. O. Box 100131, Bielefeld, D-33501, Germany","Foerster, R.M., Neuro-cognitive Psychology, Bielefeld University, P. O. Box 100131, Bielefeld, D-33501, Germany, Cluster of Excellence Cognitive Interaction Technology, Bielefeld University, P. O. Box 100131, Bielefeld, D-33501, Germany; Poth, C.H., Neuro-cognitive Psychology, Bielefeld University, P. O. Box 100131, Bielefeld, D-33501, Germany, Cluster of Excellence Cognitive Interaction Technology, Bielefeld University, P. O. Box 100131, Bielefeld, D-33501, Germany; Behler, C., Cluster of Excellence Cognitive Interaction Technology, Bielefeld University, P. O. Box 100131, Bielefeld, D-33501, Germany, Computer Graphics and Geometry Processing, Bielefeld University, P. O. Box 100131, Bielefeld, D-33501, Germany; Botsch, M., Cluster of Excellence Cognitive Interaction Technology, Bielefeld University, P. O. Box 100131, Bielefeld, D-33501, Germany, Computer Graphics and Geometry Processing, Bielefeld University, P. O. Box 100131, Bielefeld, D-33501, Germany; Schneider, W.X., Neuro-cognitive Psychology, Bielefeld University, P. O. Box 100131, Bielefeld, D-33501, Germany, Cluster of Excellence Cognitive Interaction Technology, Bielefeld University, P. O. Box 100131, Bielefeld, D-33501, Germany"
"Schwarze N., Kurscheid B., Steinhauer S., Neumann B., Stammler H.-G., Ignat'ev N., Hoge B.","Synthesis of Functional Bis(pentafluoroethyl)silanes (C2F5)2SiX2, with X=H, F, Cl, Br, OPh, and O2CCF3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84995596435&doi=10.1002%2fchem.201603442&partnerID=40&md5=b332e8a8f826f54010084aca800b08ea","Centrum für Molekulare Materialien, Fakultät für Chemie, Anorganische Chemie II, Universität Bielefeld, Universitätsstrasse 25, Bielefeld, 33615, Germany; Merck KGaA, Frankfurter Straße 250, Darmstadt, 64293, Germany","Schwarze, N., Centrum für Molekulare Materialien, Fakultät für Chemie, Anorganische Chemie II, Universität Bielefeld, Universitätsstrasse 25, Bielefeld, 33615, Germany; Kurscheid, B., Centrum für Molekulare Materialien, Fakultät für Chemie, Anorganische Chemie II, Universität Bielefeld, Universitätsstrasse 25, Bielefeld, 33615, Germany; Steinhauer, S., Centrum für Molekulare Materialien, Fakultät für Chemie, Anorganische Chemie II, Universität Bielefeld, Universitätsstrasse 25, Bielefeld, 33615, Germany; Neumann, B., Centrum für Molekulare Materialien, Fakultät für Chemie, Anorganische Chemie II, Universität Bielefeld, Universitätsstrasse 25, Bielefeld, 33615, Germany; Stammler, H.-G., Centrum für Molekulare Materialien, Fakultät für Chemie, Anorganische Chemie II, Universität Bielefeld, Universitätsstrasse 25, Bielefeld, 33615, Germany; Ignat'ev, N., Merck KGaA, Frankfurter Straße 250, Darmstadt, 64293, Germany; Hoge, B., Centrum für Molekulare Materialien, Fakultät für Chemie, Anorganische Chemie II, Universität Bielefeld, Universitätsstrasse 25, Bielefeld, 33615, Germany"
"Fischer L., Hammer B., Wersing H.","Optimal local rejection for classifiers","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992521788&doi=10.1016%2fj.neucom.2016.06.038&partnerID=40&md5=2d7af2fc7c64e2d175abd623607de2ed","Bielefeld University, Universitätsstraße 25, Bielefeld, 336615, Germany; HONDA Research Institute Europe, Carl-Legien-Straße 30, Offenbach, 63065, Germany","Fischer, L., Bielefeld University, Universitätsstraße 25, Bielefeld, 336615, Germany, HONDA Research Institute Europe, Carl-Legien-Straße 30, Offenbach, 63065, Germany; Hammer, B., Bielefeld University, Universitätsstraße 25, Bielefeld, 336615, Germany; Wersing, H., HONDA Research Institute Europe, Carl-Legien-Straße 30, Offenbach, 63065, Germany"
"Senthilraj S., Raja R., Zhu Q., Samidurai R., Zhou H.","Delay-dependent asymptotic stability criteria for genetic regulatory networks with impulsive perturbations","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992518926&doi=10.1016%2fj.neucom.2016.07.018&partnerID=40&md5=30b1f05befffa44319abc5d0bbfa2c7f","Department of Mathematics, Thiruvalluvar University, Vellore, 632 115, India; Ramanujan Centre for Higher Mathematics, Alagappa University, Karaikudi, 630 004, India; School of Mathematical Sciences and Institute of Finance and Statistics, Nanjing Normal University, Nanjing, Jiangsu, 210023, China; Department of Mathematics, University of Bielefeld, Bielefeld, D-33615, Germany; School of Information Engineering, Nanjing Xiaozhuang University, Nanjing, Jiangsu, 211171, China","Senthilraj, S., Department of Mathematics, Thiruvalluvar University, Vellore, 632 115, India; Raja, R., Ramanujan Centre for Higher Mathematics, Alagappa University, Karaikudi, 630 004, India; Zhu, Q., School of Mathematical Sciences and Institute of Finance and Statistics, Nanjing Normal University, Nanjing, Jiangsu, 210023, China, Department of Mathematics, University of Bielefeld, Bielefeld, D-33615, Germany; Samidurai, R., Department of Mathematics, Thiruvalluvar University, Vellore, 632 115, India; Zhou, H., School of Information Engineering, Nanjing Xiaozhuang University, Nanjing, Jiangsu, 211171, China"
"Balasundaram K., Raja R., Zhu Q., Chandrasekaran S., Zhou H.","New global asymptotic stability of discrete-time recurrent neural networks with multiple time-varying delays in the leakage term and impulsive effects","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979650213&doi=10.1016%2fj.neucom.2016.06.040&partnerID=40&md5=a6fa38a51baa8a37094385f4f8467c79","Department of Mathematics, Sri Vijay Vidyalaya College of Arts & Science, Dharmapuri, 636807, India; Ramanujan Centre for Higher Mathematics, Alagappa University, Karaikudi, 630004, India; School of Mathematical Sciences and Institute of Finance and Statistics, Nanjing Normal University, Nanjing, Jiangsu  210023, China; Department of Mathematics, University of Bielefeld, Bielefeld, D-33615, Germany; Department of Mathematics, Khadir Mohideen College, Adirampattinam, Thanjavur, 614701, India; School of Mathematics and Information Technology, Nanjing Xiaozhuang University, Nanjing, Jiangsu  211171, China","Balasundaram, K., Department of Mathematics, Sri Vijay Vidyalaya College of Arts & Science, Dharmapuri, 636807, India; Raja, R., Ramanujan Centre for Higher Mathematics, Alagappa University, Karaikudi, 630004, India; Zhu, Q., School of Mathematical Sciences and Institute of Finance and Statistics, Nanjing Normal University, Nanjing, Jiangsu  210023, China, Department of Mathematics, University of Bielefeld, Bielefeld, D-33615, Germany; Chandrasekaran, S., Department of Mathematics, Khadir Mohideen College, Adirampattinam, Thanjavur, 614701, India; Zhou, H., School of Mathematics and Information Technology, Nanjing Xiaozhuang University, Nanjing, Jiangsu  211171, China"
"Carlmeyer B., Schlangen D., Wrede B.","Exploring self-interruptions as a strategy for regaining the attention of distracted users","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013223017&doi=10.1145%2f3008028.3008029&partnerID=40&md5=29fca1ac032ea48ac215f17e8bd656ff","CITEC-Bielefeld University, Bielefeld, Germany","Carlmeyer, B., CITEC-Bielefeld University, Bielefeld, Germany; Schlangen, D., CITEC-Bielefeld University, Bielefeld, Germany; Wrede, B., CITEC-Bielefeld University, Bielefeld, Germany"
"Richter V., Kummert F.","Towards addressee recognition in smart robotic environments: An evidence based approach","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013156435&doi=10.1145%2f3008028.3008030&partnerID=40&md5=38c88a0aac7557a54b2d8d9deff1980a","Bielefeld University (CITEC), Inspiration 1, Bielefeld, 33619, Germany","Richter, V., Bielefeld University (CITEC), Inspiration 1, Bielefeld, 33619, Germany; Kummert, F., Bielefeld University (CITEC), Inspiration 1, Bielefeld, 33619, Germany"
"Osmanowski M., Cardona A.","Is Less More? Number of Siblings and Frequency of Maternal Activities with Preschool Children","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964075276&doi=10.1080%2f01494929.2016.1157557&partnerID=40&md5=300c615aae9de214870aebd97385a6a1","Department of Sociology, Bielefeld University, Bielefeld, Germany","Osmanowski, M., Department of Sociology, Bielefeld University, Bielefeld, Germany; Cardona, A., Department of Sociology, Bielefeld University, Bielefeld, Germany"
"Leichsenring C., Yang J., Hammerschmidt J., Hermann T.","Challenges for smart environments in bathroom contexts","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013218871&doi=10.1145%2f3008028.3008033&partnerID=40&md5=24ca3234cf52b746d506dece877cb68a","Center of Excellence Cognitive Interaction Technology (CITEC), Ambient Intelligence Group, Bielefeld University, Bielefeld, Germany","Leichsenring, C., Center of Excellence Cognitive Interaction Technology (CITEC), Ambient Intelligence Group, Bielefeld University, Bielefeld, Germany; Yang, J., Center of Excellence Cognitive Interaction Technology (CITEC), Ambient Intelligence Group, Bielefeld University, Bielefeld, Germany; Hammerschmidt, J., Center of Excellence Cognitive Interaction Technology (CITEC), Ambient Intelligence Group, Bielefeld University, Bielefeld, Germany; Hermann, T., Center of Excellence Cognitive Interaction Technology (CITEC), Ambient Intelligence Group, Bielefeld University, Bielefeld, Germany"
"Schaefers A.T.U., Teuchert-Noodt G.","Developmental neuroplasticity and the origin of neurodegenerative diseases","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994480414&doi=10.3109%2f15622975.2013.797104&partnerID=40&md5=3bfad62d41514c9b6a8fb3aac98f9c90","Department of Biology, University of Bielefeld, Bielefeld, Germany","Schaefers, A.T.U., Department of Biology, University of Bielefeld, Bielefeld, Germany; Teuchert-Noodt, G., Department of Biology, University of Bielefeld, Bielefeld, Germany"
"Wullenkord R., Fraune M.R., Eyssel F., Sabanovic S.","Getting in Touch: How imagined, actual, and physical contact affect evaluations of robots","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85002940340&doi=10.1109%2fROMAN.2016.7745228&partnerID=40&md5=9b3f504941656a14f06a75272e6e1be3","CITEC, Bielefeld University, Germany; Department of Psychological and Brain Sciences, Cognitive Science Program, Indiana University, Bloomington, United States; School of Informatics and Computing, Indiana University, Bloomington, 47408, United States","Wullenkord, R., CITEC, Bielefeld University, Germany; Fraune, M.R., Department of Psychological and Brain Sciences, Cognitive Science Program, Indiana University, Bloomington, United States; Eyssel, F., CITEC, Bielefeld University, Germany; Sabanovic, S., School of Informatics and Computing, Indiana University, Bloomington, 47408, United States"
