Authors,Title,Link,Affiliations,Authors with affiliations
"Li P., Niggemann O., Hammer B.","A geometric approach to clustering based anomaly detection for industrial applications","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061539049&doi=10.1109%2fIECON.2018.8592906&partnerID=40&md5=b4d771c77d31b5ecd5a99abf647dc938","Init - Institute industrial, IT OWL University of Applied Science, Germany; Fraunhofer IOSB-INA, Germany; CITEC - Centre of excellence, Bielefeld University, Germany","Li, P., Init - Institute industrial, IT OWL University of Applied Science, Germany; Niggemann, O., Init - Institute industrial, IT OWL University of Applied Science, Germany, Fraunhofer IOSB-INA, Germany; Hammer, B., CITEC - Centre of excellence, Bielefeld University, Germany"
"Shoshi A., Hofestädt R., Zolotareva O., Friedrichs M., Maier A., Ivanisenko V.A., Dosenko V.E., Bragina E.Y.","GenCoNet - A Graph Database for the Analysis of Comorbidities by Gene Networks","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062839608&doi=10.1515%2fjib-2018-0049&partnerID=40&md5=eb4954c84a0960a443b1625ccc5b0012","Bielefeld University, Bioinformatics/Medical Informatics Department, Bielefeld, Germany; Bielefeld University, International Research Group ""Computational Methods for the Analysis of the Diversity and Dynamics of Genomes"", Bielefeld, Germany; Institute of Cytology and Genetics, Russian Academy of Sciences, Siberian Branch, Novosibirsk, Russian Federation; Bogomoletz Institute of Physiology, Kiev, Ukraine; Research Institute of Medical Genetics, Tomsk NRMC, Tomsk, Russian Federation","Shoshi, A., Bielefeld University, Bioinformatics/Medical Informatics Department, Bielefeld, Germany; Hofestädt, R., Bielefeld University, Bioinformatics/Medical Informatics Department, Bielefeld, Germany; Zolotareva, O., Bielefeld University, Bioinformatics/Medical Informatics Department, Bielefeld, Germany, Bielefeld University, International Research Group ""Computational Methods for the Analysis of the Diversity and Dynamics of Genomes"", Bielefeld, Germany; Friedrichs, M., Bielefeld University, Bioinformatics/Medical Informatics Department, Bielefeld, Germany; Maier, A., Bielefeld University, Bioinformatics/Medical Informatics Department, Bielefeld, Germany; Ivanisenko, V.A., Institute of Cytology and Genetics, Russian Academy of Sciences, Siberian Branch, Novosibirsk, Russian Federation; Dosenko, V.E., Bogomoletz Institute of Physiology, Kiev, Ukraine; Bragina, E.Y., Research Institute of Medical Genetics, Tomsk NRMC, Tomsk, Russian Federation"
"Saik O.V., Demenkov P.S., Ivanisenko T.V., Bragina E.Y., Freidin M.B., Dosenko V.E., Zolotareva O.I., Choynzonov E.L., Hofestaedt R., Ivanisenko V.A.","Search for New Candidate Genes Involved in the Comorbidity of Asthma and Hypertension Based on Automatic Analysis of Scientific Literature","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062844973&doi=10.1515%2fjib-2018-0054&partnerID=40&md5=36b4c225e6fd95c96acb4bc5ddcfa040","Institute of Cytology and Genetics, Russian Academy of Sciences, Siberian Branch, Novosibirsk, Russian Federation; Research Institute of Medical Genetics, Tomsk NRMC, Tomsk, Russian Federation; Bogomoletz Institute of Physiology, National Academy of Science, Kiev, Ukraine; Bielefeld University, International Research Training Group ""Computational Methods for the Analysis of the Diversity and Dynamics of Genomes"", Bielefeld, Germany; Tomsk National Research Medical Center, Russian Academy of Sciences, Tomsk, Russian Federation; Bielefeld University, Technical Faculty, AG Bioinformatics and Medical Informatics, Bielefeld, Germany","Saik, O.V., Institute of Cytology and Genetics, Russian Academy of Sciences, Siberian Branch, Novosibirsk, Russian Federation; Demenkov, P.S., Institute of Cytology and Genetics, Russian Academy of Sciences, Siberian Branch, Novosibirsk, Russian Federation; Ivanisenko, T.V., Institute of Cytology and Genetics, Russian Academy of Sciences, Siberian Branch, Novosibirsk, Russian Federation; Bragina, E.Y., Research Institute of Medical Genetics, Tomsk NRMC, Tomsk, Russian Federation; Freidin, M.B., Research Institute of Medical Genetics, Tomsk NRMC, Tomsk, Russian Federation; Dosenko, V.E., Bogomoletz Institute of Physiology, National Academy of Science, Kiev, Ukraine; Zolotareva, O.I., Bielefeld University, International Research Training Group ""Computational Methods for the Analysis of the Diversity and Dynamics of Genomes"", Bielefeld, Germany; Choynzonov, E.L., Tomsk National Research Medical Center, Russian Academy of Sciences, Tomsk, Russian Federation; Hofestaedt, R., Bielefeld University, Technical Faculty, AG Bioinformatics and Medical Informatics, Bielefeld, Germany; Ivanisenko, V.A., Institute of Cytology and Genetics, Russian Academy of Sciences, Siberian Branch, Novosibirsk, Russian Federation"
"Daniels W., Bouvin J., Busche T., Rückert C., Simoens K., Karamanou S., Van Mellaert L., Frijónsson Ó.H., Nicolai B., Economou A., Kalinowski J., Anné J., Bernaerts K.","Transcriptomic and fluxomic changes in Streptomyces lividans producing heterologous protein","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058908742&doi=10.1186%2fs12934-018-1040-6&partnerID=40&md5=2fbaf76a59afaec6a94a91ee2d1c8cee","Department of Chemical Engineering, Bio- and Chemical Systems Technology, Reactor Engineering and Safety Section, KU Leuven, Box 2424, Celestijnenlaan 200F, Leuven, 3001, Belgium; Center for Biotechnology (CeBiTec), Bielefeld University, Universitätsstraße 27, Bielefeld, 33615, Germany; Department of Microbiology and Immunology, Laboratory of Molecular Bacteriology, KU Leuven, Box 1037, Herestraat 49, Leuven, 3000, Belgium; Matís, Vínlandsleid 12, Reykjavík, 113, Iceland; Division of Mechatronics, Biostatistics and Sensors (MeBioS), Department of Biosystems (BIOSYST), KU Leuven, Willem de Croylaan 42, Leuven, 3001, Belgium","Daniels, W., Department of Chemical Engineering, Bio- and Chemical Systems Technology, Reactor Engineering and Safety Section, KU Leuven, Box 2424, Celestijnenlaan 200F, Leuven, 3001, Belgium; Bouvin, J., Department of Chemical Engineering, Bio- and Chemical Systems Technology, Reactor Engineering and Safety Section, KU Leuven, Box 2424, Celestijnenlaan 200F, Leuven, 3001, Belgium; Busche, T., Center for Biotechnology (CeBiTec), Bielefeld University, Universitätsstraße 27, Bielefeld, 33615, Germany; Rückert, C., Center for Biotechnology (CeBiTec), Bielefeld University, Universitätsstraße 27, Bielefeld, 33615, Germany; Simoens, K., Department of Chemical Engineering, Bio- and Chemical Systems Technology, Reactor Engineering and Safety Section, KU Leuven, Box 2424, Celestijnenlaan 200F, Leuven, 3001, Belgium; Karamanou, S., Department of Microbiology and Immunology, Laboratory of Molecular Bacteriology, KU Leuven, Box 1037, Herestraat 49, Leuven, 3000, Belgium; Van Mellaert, L., Department of Microbiology and Immunology, Laboratory of Molecular Bacteriology, KU Leuven, Box 1037, Herestraat 49, Leuven, 3000, Belgium; Frijónsson, Ó.H., Matís, Vínlandsleid 12, Reykjavík, 113, Iceland; Nicolai, B., Division of Mechatronics, Biostatistics and Sensors (MeBioS), Department of Biosystems (BIOSYST), KU Leuven, Willem de Croylaan 42, Leuven, 3001, Belgium; Economou, A., Department of Microbiology and Immunology, Laboratory of Molecular Bacteriology, KU Leuven, Box 1037, Herestraat 49, Leuven, 3000, Belgium; Kalinowski, J., Center for Biotechnology (CeBiTec), Bielefeld University, Universitätsstraße 27, Bielefeld, 33615, Germany; Anné, J., Department of Microbiology and Immunology, Laboratory of Molecular Bacteriology, KU Leuven, Box 1037, Herestraat 49, Leuven, 3000, Belgium; Bernaerts, K., Department of Chemical Engineering, Bio- and Chemical Systems Technology, Reactor Engineering and Safety Section, KU Leuven, Box 2424, Celestijnenlaan 200F, Leuven, 3001, Belgium"
"Niermeier P., Teichmann L., Neumann B., Stammler H.-G., Mitzel N.W.","1,4,5,8-Tetraethynylanthracene – Synthesis, UV/Vis Absorption Spectroscopy and its Application as Building Block for Tetradentate Acceptor Molecules","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056399176&doi=10.1002%2fejoc.201801317&partnerID=40&md5=f3f562bdc2bc881a3773a3bfcf8c8787","Universität Bielefeld, Fakultät für Chemie, Lehrstuhl für Anorganische Chemie und Strukturchemie, Centrum für Molekulare Materialien CM₂, Universitätsstraße 25, Bielefeld, 33615, Germany","Niermeier, P., Universität Bielefeld, Fakultät für Chemie, Lehrstuhl für Anorganische Chemie und Strukturchemie, Centrum für Molekulare Materialien CM₂, Universitätsstraße 25, Bielefeld, 33615, Germany; Teichmann, L., Universität Bielefeld, Fakultät für Chemie, Lehrstuhl für Anorganische Chemie und Strukturchemie, Centrum für Molekulare Materialien CM₂, Universitätsstraße 25, Bielefeld, 33615, Germany; Neumann, B., Universität Bielefeld, Fakultät für Chemie, Lehrstuhl für Anorganische Chemie und Strukturchemie, Centrum für Molekulare Materialien CM₂, Universitätsstraße 25, Bielefeld, 33615, Germany; Stammler, H.-G., Universität Bielefeld, Fakultät für Chemie, Lehrstuhl für Anorganische Chemie und Strukturchemie, Centrum für Molekulare Materialien CM₂, Universitätsstraße 25, Bielefeld, 33615, Germany; Mitzel, N.W., Universität Bielefeld, Fakultät für Chemie, Lehrstuhl für Anorganische Chemie und Strukturchemie, Centrum für Molekulare Materialien CM₂, Universitätsstraße 25, Bielefeld, 33615, Germany"
"Dürr V., Schilling M.","Transfer of spatial contact information among limbs and the notion of peripersonal space in insects","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058957110&doi=10.3389%2ffncom.2018.00101&partnerID=40&md5=bdfd279d740679658c4b925fee0e0cec","Biological Cybernetics, Faculty of Biology, Bielefeld University, Bielefeld, Germany; Cluster of Excellence Cognitive Interactive Technology (CITEC), Bielefeld University, Bielefeld, Germany","Dürr, V., Biological Cybernetics, Faculty of Biology, Bielefeld University, Bielefeld, Germany, Cluster of Excellence Cognitive Interactive Technology (CITEC), Bielefeld University, Bielefeld, Germany; Schilling, M., Cluster of Excellence Cognitive Interactive Technology (CITEC), Bielefeld University, Bielefeld, Germany"
"Heitmann S., Grund A., Berthold K., Fries S., Roelle J.","Testing is more desirable when it is adaptive and still desirable when compared to note-taking","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059231796&doi=10.3389%2ffpsyg.2018.02596&partnerID=40&md5=ac5a9a6165a7e41319d4a9b63547842e","Department of Educational Sciences, Ruhr-Universität Bochum, Bochum, Germany; Department of Psychology, Bielefeld University, Bielefeld, Germany","Heitmann, S., Department of Educational Sciences, Ruhr-Universität Bochum, Bochum, Germany; Grund, A., Department of Psychology, Bielefeld University, Bielefeld, Germany; Berthold, K., Department of Psychology, Bielefeld University, Bielefeld, Germany; Fries, S., Department of Psychology, Bielefeld University, Bielefeld, Germany; Roelle, J., Department of Educational Sciences, Ruhr-Universität Bochum, Bochum, Germany"
"Hellauer K., Uhl J., Lucio M., Schmitt-Kopplin P., Wibberg D., Hübner U., Drewes J.E.","Microbiome-Triggered Transformations of Trace Organic Chemicals in the Presence of Effluent Organic Matter in Managed Aquifer Recharge (MAR) Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057772423&doi=10.1021%2facs.est.8b04559&partnerID=40&md5=d1a9f030b487a57e30682fa02052b961","Department of Urban Water Systems Engineering, Technical University of Munich, Am Coulombwall 3, Garching, 85748, Germany; Research Unit Analytical BioGeoChemistry, Helmholtz Zentrum München, Ingolstädter Landstrasse 1, Neuherberg, 85764, Germany; Department of Analytical Food Chemistry, Technical University of Munich, Maximus-von-Imhof-Forum 2, Freising, 85354, Germany; CeBiTec, Bielefeld University, Universitätsstrasse 25, Bielefeld, 33615, Germany","Hellauer, K., Department of Urban Water Systems Engineering, Technical University of Munich, Am Coulombwall 3, Garching, 85748, Germany; Uhl, J., Research Unit Analytical BioGeoChemistry, Helmholtz Zentrum München, Ingolstädter Landstrasse 1, Neuherberg, 85764, Germany; Lucio, M., Research Unit Analytical BioGeoChemistry, Helmholtz Zentrum München, Ingolstädter Landstrasse 1, Neuherberg, 85764, Germany; Schmitt-Kopplin, P., Research Unit Analytical BioGeoChemistry, Helmholtz Zentrum München, Ingolstädter Landstrasse 1, Neuherberg, 85764, Germany, Department of Analytical Food Chemistry, Technical University of Munich, Maximus-von-Imhof-Forum 2, Freising, 85354, Germany; Wibberg, D., CeBiTec, Bielefeld University, Universitätsstrasse 25, Bielefeld, 33615, Germany; Hübner, U., Department of Urban Water Systems Engineering, Technical University of Munich, Am Coulombwall 3, Garching, 85748, Germany; Drewes, J.E., Department of Urban Water Systems Engineering, Technical University of Munich, Am Coulombwall 3, Garching, 85748, Germany"
"Cors M., Wiehemeier L., Hertle Y., Feoktystov A., Cousin F., Hellweg T., Oberdisse J.","Determination of Internal Density Profiles of Smart Acrylamide-Based Microgels by Small-Angle Neutron Scattering: A Multishell Reverse Monte Carlo Approach","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058077669&doi=10.1021%2facs.langmuir.8b03217&partnerID=40&md5=6b022dc3a20a5e12f46667544925ba37","Department of Physical and Biophysical Chemistry, Bielefeld University, Universitätsstr. 25, Bielefeld, 33615, Germany; Laboratoire Charles Coulomb (L2C), University of Montpellier, CNRS, Montpellier, 34095, France; Forschungszentrum Jülich GmbH, Jülich Centre for Neutron Science JCNS, Heinz Maier-Leibnitz Zentrum MLZ, Garching, 85748, Germany; Laboratoire Léon Brillouin, UMR 12 CEA/CNRS, CEA Saclay, Gif Sur Yvette, 91191, France","Cors, M., Department of Physical and Biophysical Chemistry, Bielefeld University, Universitätsstr. 25, Bielefeld, 33615, Germany, Laboratoire Charles Coulomb (L2C), University of Montpellier, CNRS, Montpellier, 34095, France; Wiehemeier, L., Department of Physical and Biophysical Chemistry, Bielefeld University, Universitätsstr. 25, Bielefeld, 33615, Germany; Hertle, Y., Department of Physical and Biophysical Chemistry, Bielefeld University, Universitätsstr. 25, Bielefeld, 33615, Germany; Feoktystov, A., Forschungszentrum Jülich GmbH, Jülich Centre for Neutron Science JCNS, Heinz Maier-Leibnitz Zentrum MLZ, Garching, 85748, Germany; Cousin, F., Laboratoire Léon Brillouin, UMR 12 CEA/CNRS, CEA Saclay, Gif Sur Yvette, 91191, France; Hellweg, T., Department of Physical and Biophysical Chemistry, Bielefeld University, Universitätsstr. 25, Bielefeld, 33615, Germany; Oberdisse, J., Laboratoire Charles Coulomb (L2C), University of Montpellier, CNRS, Montpellier, 34095, France"
"Bracharz F., Helmdach D., Aschenbrenner I., Funck N., Wibberg D., Winkler A., Bohnen F., Kalinowski J., Mehlmer N., Brück T.B.","Harvest of the oleaginous microalgae Scenedesmus obtusiusculus by flocculation from culture based on natural water sources","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058703475&doi=10.3389%2ffbioe.2018.00200&partnerID=40&md5=d0cb0f33057bfadb1e37b930ee0274ca","Werner Siemens Chair of Synthetic Biotechnology, Department of Chemistry, Technical University Munich (TUM), Munich, Germany; Center for Biotechnology-CeBiTec, University Bielefeld, Bielefeld, Germany; BBSI GmbH, Gfällach, Germany","Bracharz, F., Werner Siemens Chair of Synthetic Biotechnology, Department of Chemistry, Technical University Munich (TUM), Munich, Germany; Helmdach, D., Werner Siemens Chair of Synthetic Biotechnology, Department of Chemistry, Technical University Munich (TUM), Munich, Germany; Aschenbrenner, I., Werner Siemens Chair of Synthetic Biotechnology, Department of Chemistry, Technical University Munich (TUM), Munich, Germany; Funck, N., Werner Siemens Chair of Synthetic Biotechnology, Department of Chemistry, Technical University Munich (TUM), Munich, Germany; Wibberg, D., Center for Biotechnology-CeBiTec, University Bielefeld, Bielefeld, Germany; Winkler, A., Center for Biotechnology-CeBiTec, University Bielefeld, Bielefeld, Germany; Bohnen, F., BBSI GmbH, Gfällach, Germany; Kalinowski, J., Center for Biotechnology-CeBiTec, University Bielefeld, Bielefeld, Germany; Mehlmer, N., Werner Siemens Chair of Synthetic Biotechnology, Department of Chemistry, Technical University Munich (TUM), Munich, Germany; Brück, T.B., Werner Siemens Chair of Synthetic Biotechnology, Department of Chemistry, Technical University Munich (TUM), Munich, Germany"
"Haueis P.","Beyond cognitive myopia: a patchwork approach to the concept of neural function","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056117358&doi=10.1007%2fs11229-018-01991-z&partnerID=40&md5=c70fe3ce731e8eb7be2be04b79b44f5f","Abteilung Philosophie, Universität Bielefeld, Postfach 100131, Bielefeld, 33501, Germany; Berlin School of Mind and Brain, Humboldt Universität zu Berlin, Luisenstr. 56, Berlin, 10117, Germany","Haueis, P., Abteilung Philosophie, Universität Bielefeld, Postfach 100131, Bielefeld, 33501, Germany, Berlin School of Mind and Brain, Humboldt Universität zu Berlin, Luisenstr. 56, Berlin, 10117, Germany"
"Hofestädt R., Ivanisenko V.","Integrative Analysis of Co-Morbid Multifactorial Diseases","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062867810&doi=10.1515%2fjib-2018-0088&partnerID=40&md5=a95c22af3f2beea3f06e975ba53acc05","Bielefeld University, Faculty of Technology, Bioinformatics Department, Bielefeld, Germany; Russian Academy of Sciences Sibirian Branch, Institute of Cytology and Genetics, Novosibirsk, Russian Federation","Hofestädt, R., Bielefeld University, Faculty of Technology, Bioinformatics Department, Bielefeld, Germany; Ivanisenko, V., Russian Academy of Sciences Sibirian Branch, Institute of Cytology and Genetics, Novosibirsk, Russian Federation"
"Steppacher I., Kissler J.","A problem shared is a problem halved? Comparing burdens arising for family caregivers of patients with disorders of consciousness in institutionalized versus at home care","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058571847&doi=10.1186%2fs40359-018-0272-x&partnerID=40&md5=7442f788535850e5f2833b93bd8e688a","University of Bielefeld, Department of Psychology, Bielefeld, Germany","Steppacher, I., University of Bielefeld, Department of Psychology, Bielefeld, Germany; Kissler, J., University of Bielefeld, Department of Psychology, Bielefeld, Germany"
