Authors,Title,Link,Affiliations,Authors with affiliations
"Rasch R., Wachsmuth S., Kcinig M.","Understanding movements of hand-over between two persons to improve humanoid robot systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044468078&doi=10.1109%2fHUMANOIDS.2017.8246972&partnerID=40&md5=d2951783cb27bfa7b9761c780b799e5c","Faculty Campus Minden, Bielefeld University of Applied Sciences, Minden, 32427, Germany; Central Lab Facilities, Cognitive Interaction Technology Excellence Cluster, Bielefeld University, Germany","Rasch, R., Faculty Campus Minden, Bielefeld University of Applied Sciences, Minden, 32427, Germany; Wachsmuth, S., Central Lab Facilities, Cognitive Interaction Technology Excellence Cluster, Bielefeld University, Germany; Kcinig, M., Faculty Campus Minden, Bielefeld University of Applied Sciences, Minden, 32427, Germany"
"Hagan J.E., Jr., Pollmann D., Schack T.","Elite athletes' in-event competitive anxiety responses and psychological skills usage under differing conditions","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85038851930&doi=10.3389%2ffpsyg.2017.02280&partnerID=40&md5=4c4a52273e450bf2ca72547ef3d935cc","Neurocognition and Action - Biomechanics - Research Group, Faculty of Psychology and Sport Sciences, Bielefeld University, Bielefeld, Germany; Center of Excellence Cognitive Interaction Technology, Bielefeld, Germany","Hagan, J.E., Jr., Neurocognition and Action - Biomechanics - Research Group, Faculty of Psychology and Sport Sciences, Bielefeld University, Bielefeld, Germany, Center of Excellence Cognitive Interaction Technology, Bielefeld, Germany; Pollmann, D., Neurocognition and Action - Biomechanics - Research Group, Faculty of Psychology and Sport Sciences, Bielefeld University, Bielefeld, Germany; Schack, T., Neurocognition and Action - Biomechanics - Research Group, Faculty of Psychology and Sport Sciences, Bielefeld University, Bielefeld, Germany, Center of Excellence Cognitive Interaction Technology, Bielefeld, Germany"
"Täuber S., Kunze L., Grauberger O., Grundmann A., Viefhues M.","Reaching for the limits in continuous-flow dielectrophoretic DNA analysis","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85037650587&doi=10.1039%2fc7an00977a&partnerID=40&md5=f7e72a0da9e735ec1374304b5a6f3983","Experimental Biophysics and Applied Nanoscience, Faculty of Physics, Bielefeld University, Bielefeld, 33615, Germany","Täuber, S., Experimental Biophysics and Applied Nanoscience, Faculty of Physics, Bielefeld University, Bielefeld, 33615, Germany; Kunze, L., Experimental Biophysics and Applied Nanoscience, Faculty of Physics, Bielefeld University, Bielefeld, 33615, Germany; Grauberger, O., Experimental Biophysics and Applied Nanoscience, Faculty of Physics, Bielefeld University, Bielefeld, 33615, Germany; Grundmann, A., Experimental Biophysics and Applied Nanoscience, Faculty of Physics, Bielefeld University, Bielefeld, 33615, Germany; Viefhues, M., Experimental Biophysics and Applied Nanoscience, Faculty of Physics, Bielefeld University, Bielefeld, 33615, Germany"
"Hornberg C., Lätzsch R., Wattenberg I.","Inclusion, disability, impairment and health monitoring [Inklusion, Behinderung, Beeinträchtigung und Gesundheitsberichterstattung]","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85038350318&doi=10.1515%2fpubhef-2017-0065&partnerID=40&md5=fe73842bb534d45e3452c63e41b42cfb","Arbeitsgruppe Umwelt und Gesundheit, Fakultät für Gesundheitswissenschaften, Universität Bielefeld, Postfach 10 01 31, Bielefeld, 33501, Germany; Universität Bielefeld, Germany","Hornberg, C., Arbeitsgruppe Umwelt und Gesundheit, Fakultät für Gesundheitswissenschaften, Universität Bielefeld, Postfach 10 01 31, Bielefeld, 33501, Germany; Lätzsch, R., Universität Bielefeld, Germany; Wattenberg, I., Universität Bielefeld, Germany"
"Weißmann M.","How Immanent Is Immanent Critique? Sociological Objections to Consistency as an Evaluative Standard of Social Criticism [Wie immanent ist die immanente Kritik? Soziologische Einwände gegen Widerspruchs-freiheit als Ideal der Sozialkritik]","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041094776&doi=10.1515%2fzfsoz-2017-1021&partnerID=40&md5=6ec549c40d5d300849a7a34642cb70b0","Universität Bielefeld, Fakultät für Soziologie, Universitätsstraße 25, Bielefeld, 33615, Germany","Weißmann, M., Universität Bielefeld, Fakultät für Soziologie, Universitätsstraße 25, Bielefeld, 33615, Germany"
"Mölders M., Schrape J.-F.","New potentials for systemic irritation in the digital age: Synchronization between media, politics and law [Neue Irritationspotentiale in der ""digitalen Gesellschaft"": Synchronisation zwischen Medien, Politik und Recht]","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039148640&doi=10.1515%2fzfrs-2017-0015&partnerID=40&md5=16c504db79eccdff4396e97c9d6e772d","Arbeitsbereich Recht und Gesellschaft, Fakultät für Soziologie, Universität Bielefeld, Postfach 100131, Bielefeld, D-33501, Germany; Institut für Sozialwissenschaften, Organisations- und Innovationssoziologie, Universität Stuttgart, Seidenstr. 36, Stuttgart, D-70174, Germany","Mölders, M., Arbeitsbereich Recht und Gesellschaft, Fakultät für Soziologie, Universität Bielefeld, Postfach 100131, Bielefeld, D-33501, Germany; Schrape, J.-F., Institut für Sozialwissenschaften, Organisations- und Innovationssoziologie, Universität Stuttgart, Seidenstr. 36, Stuttgart, D-70174, Germany"
"Bonte A., Schweiger R., Pons C., Wagner C., Brühl L., Matthäus B., Müller C.","Metabolic Changes during Storage of Brassica napus Seeds under Moist Conditions and the Consequences for the Sensory Quality of the Resulting Virgin Oil","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85038602267&doi=10.1021%2facs.jafc.7b04149&partnerID=40&md5=f9f459fc02d79acbd7653b06c87a7985","Department of Safety and Quality of Cereals, Max Rubner-Institut, Federal Research Institute of Nutrition and Food, Schützenberg 12, Detmold, 32756, Germany; Department of Chemical Ecology, Bielefeld University, Universitätsstrasse 25, Bielefeld, 33615, Germany; Institute of Food Chemistry, University of Münster, Corrensstrasse 45, Münster, 48149, Germany","Bonte, A., Department of Safety and Quality of Cereals, Max Rubner-Institut, Federal Research Institute of Nutrition and Food, Schützenberg 12, Detmold, 32756, Germany; Schweiger, R., Department of Chemical Ecology, Bielefeld University, Universitätsstrasse 25, Bielefeld, 33615, Germany; Pons, C., Department of Chemical Ecology, Bielefeld University, Universitätsstrasse 25, Bielefeld, 33615, Germany; Wagner, C., Institute of Food Chemistry, University of Münster, Corrensstrasse 45, Münster, 48149, Germany; Brühl, L., Department of Safety and Quality of Cereals, Max Rubner-Institut, Federal Research Institute of Nutrition and Food, Schützenberg 12, Detmold, 32756, Germany; Matthäus, B., Department of Safety and Quality of Cereals, Max Rubner-Institut, Federal Research Institute of Nutrition and Food, Schützenberg 12, Detmold, 32756, Germany; Müller, C., Department of Chemical Ecology, Bielefeld University, Universitätsstrasse 25, Bielefeld, 33615, Germany"
"Coşciug A., Ciobanu S.M., Benedek J.","The safety of transnational imported second-hand cars: A case study on vehicle-to-vehicle crashes in Romania","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85038846007&doi=10.3390%2fsu9122380&partnerID=40&md5=4cefbc4acdb1d8909a0e1f24c00e241e","College of Political, Administrative and Comunication Sciences, Babeş-Bolyai University of Cluj-Napoca, Minerilor Street, 85, Cluj-Napoca, 400409, Romania; Bielefeld Graduate School in History and Sociology, Bielefeld University, Universitätsstraße 25, Bielefeld, 33615, Germany; Faculty of Geography, Babeş-Bolyai University of Cluj-Napoca, Clinicilor Street, 5-7, Cluj-Napoca, 400006, Romania; Regional Economics Department, University of Miskolc, Miskolc-Egyetemvaros, 3515, Hungary","Coşciug, A., College of Political, Administrative and Comunication Sciences, Babeş-Bolyai University of Cluj-Napoca, Minerilor Street, 85, Cluj-Napoca, 400409, Romania, Bielefeld Graduate School in History and Sociology, Bielefeld University, Universitätsstraße 25, Bielefeld, 33615, Germany; Ciobanu, S.M., Faculty of Geography, Babeş-Bolyai University of Cluj-Napoca, Clinicilor Street, 5-7, Cluj-Napoca, 400006, Romania; Benedek, J., Faculty of Geography, Babeş-Bolyai University of Cluj-Napoca, Clinicilor Street, 5-7, Cluj-Napoca, 400006, Romania, Regional Economics Department, University of Miskolc, Miskolc-Egyetemvaros, 3515, Hungary"
"Wünsch M., Senger J., Schultheisz P., Schwarzbich S., Schmidtkunz K., Michalek C., Klaß M., Goskowitz S., Borchert P., Praetorius L., Sippl W., Jung M., Sewald N.","Structure–Activity Relationship of Propargylamine-Based HDAC Inhibitors","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85036564340&doi=10.1002%2fcmdc.201700550&partnerID=40&md5=1b4999abdaa990df6eb612d4fea3e568","Organic and Bioorganic Chemistry, Bielefeld University, Universitätsstrasse 25, Bielefeld, 33615, Germany; Institute of Pharmaceutical Sciences, Albert-Ludwigs-Universität Freiburg, Albertstrasse 25, Freiburg im Breisgau, 79104, Germany; Institute of Pharmacy, Martin-Luther-Universität Halle-Wittenberg, Wolfgang-Langenbeck-Str. 4, Halle/Saale, 06120, Germany","Wünsch, M., Organic and Bioorganic Chemistry, Bielefeld University, Universitätsstrasse 25, Bielefeld, 33615, Germany; Senger, J., Institute of Pharmaceutical Sciences, Albert-Ludwigs-Universität Freiburg, Albertstrasse 25, Freiburg im Breisgau, 79104, Germany; Schultheisz, P., Organic and Bioorganic Chemistry, Bielefeld University, Universitätsstrasse 25, Bielefeld, 33615, Germany; Schwarzbich, S., Organic and Bioorganic Chemistry, Bielefeld University, Universitätsstrasse 25, Bielefeld, 33615, Germany; Schmidtkunz, K., Institute of Pharmaceutical Sciences, Albert-Ludwigs-Universität Freiburg, Albertstrasse 25, Freiburg im Breisgau, 79104, Germany; Michalek, C., Organic and Bioorganic Chemistry, Bielefeld University, Universitätsstrasse 25, Bielefeld, 33615, Germany; Klaß, M., Organic and Bioorganic Chemistry, Bielefeld University, Universitätsstrasse 25, Bielefeld, 33615, Germany; Goskowitz, S., Organic and Bioorganic Chemistry, Bielefeld University, Universitätsstrasse 25, Bielefeld, 33615, Germany; Borchert, P., Organic and Bioorganic Chemistry, Bielefeld University, Universitätsstrasse 25, Bielefeld, 33615, Germany; Praetorius, L., Institute of Pharmacy, Martin-Luther-Universität Halle-Wittenberg, Wolfgang-Langenbeck-Str. 4, Halle/Saale, 06120, Germany; Sippl, W., Institute of Pharmacy, Martin-Luther-Universität Halle-Wittenberg, Wolfgang-Langenbeck-Str. 4, Halle/Saale, 06120, Germany; Jung, M., Institute of Pharmaceutical Sciences, Albert-Ludwigs-Universität Freiburg, Albertstrasse 25, Freiburg im Breisgau, 79104, Germany; Sewald, N., Organic and Bioorganic Chemistry, Bielefeld University, Universitätsstrasse 25, Bielefeld, 33615, Germany"
"Lippert K.-A., Mukherjee C., Broschinski J.-P., Lippert Y., Walleck S., Stammler A., Bögge H., Schnack J., Glaser T.","Suppression of Magnetic Quantum Tunneling in a Chiral Single-Molecule Magnet by Ferromagnetic Interactions","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85038626280&doi=10.1021%2facs.inorgchem.7b02453&partnerID=40&md5=9067630ffb8e04b3f00d09472451b0f2","Lehrstuhl für Anorganische Chemie i, Fakultät für Chemie, Universität Bielefeld, Universitätsstrasse 25, Bielefeld, D-33615, Germany; Fakultät für Physik, Universität Bielefeld, Universitätsstrasse 25, Bielefeld, D-33615, Germany","Lippert, K.-A., Lehrstuhl für Anorganische Chemie i, Fakultät für Chemie, Universität Bielefeld, Universitätsstrasse 25, Bielefeld, D-33615, Germany; Mukherjee, C., Lehrstuhl für Anorganische Chemie i, Fakultät für Chemie, Universität Bielefeld, Universitätsstrasse 25, Bielefeld, D-33615, Germany; Broschinski, J.-P., Lehrstuhl für Anorganische Chemie i, Fakultät für Chemie, Universität Bielefeld, Universitätsstrasse 25, Bielefeld, D-33615, Germany; Lippert, Y., Lehrstuhl für Anorganische Chemie i, Fakultät für Chemie, Universität Bielefeld, Universitätsstrasse 25, Bielefeld, D-33615, Germany; Walleck, S., Lehrstuhl für Anorganische Chemie i, Fakultät für Chemie, Universität Bielefeld, Universitätsstrasse 25, Bielefeld, D-33615, Germany; Stammler, A., Lehrstuhl für Anorganische Chemie i, Fakultät für Chemie, Universität Bielefeld, Universitätsstrasse 25, Bielefeld, D-33615, Germany; Bögge, H., Lehrstuhl für Anorganische Chemie i, Fakultät für Chemie, Universität Bielefeld, Universitätsstrasse 25, Bielefeld, D-33615, Germany; Schnack, J., Fakultät für Physik, Universität Bielefeld, Universitätsstrasse 25, Bielefeld, D-33615, Germany; Glaser, T., Lehrstuhl für Anorganische Chemie i, Fakultät für Chemie, Universität Bielefeld, Universitätsstrasse 25, Bielefeld, D-33615, Germany"
"Dietz K.-J.","Subcellular metabolomics: The choice of method depends on the aim of the study","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042583849&doi=10.1093%2fjxb%2ferx406&partnerID=40&md5=7f3705d3711f6d346323ca7f1d37b155","Department of Biochemistry and Physiology of Plants, Faculty of Biology, Bielefeld University, Universitätsstr. 25, Bielefeld, D-33615, Germany","Dietz, K.-J., Department of Biochemistry and Physiology of Plants, Faculty of Biology, Bielefeld University, Universitätsstr. 25, Bielefeld, D-33615, Germany"
"Sazzad Hossain M., Persicke M., Elsayed A.I., Kalinowski J., Dietz K.-J.","Metabolite profiling at the cellular and subcellular level reveals metabolites associated with salinity tolerance in sugar beet","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042598285&doi=10.1093%2fjxb%2ferx388&partnerID=40&md5=3e94151db87ac284cea27b6e40e6b744","Department of Biochemistry and Physiology of Plants, Faculty of Biology, Bielefeld University, Universitätsstr.25, Germany; Center for Biotechnology-CeBiTec, Bielefeld University, Universitätsstr, Germany; Biochemistry Department, Faculty of Agriculture, Zagazig University, Egypt","Sazzad Hossain, M., Department of Biochemistry and Physiology of Plants, Faculty of Biology, Bielefeld University, Universitätsstr.25, Germany; Persicke, M., Center for Biotechnology-CeBiTec, Bielefeld University, Universitätsstr, Germany; Elsayed, A.I., Department of Biochemistry and Physiology of Plants, Faculty of Biology, Bielefeld University, Universitätsstr.25, Germany, Biochemistry Department, Faculty of Agriculture, Zagazig University, Egypt; Kalinowski, J., Center for Biotechnology-CeBiTec, Bielefeld University, Universitätsstr, Germany; Dietz, K.-J., Department of Biochemistry and Physiology of Plants, Faculty of Biology, Bielefeld University, Universitätsstr.25, Germany"
