Authors,Title,Link,Affiliations,Authors with affiliations
"Maycock J., Röhlig T., Schröder M., Botsch M., Ritter H.","Fully automatic optical motion tracking using an inverse kinematics approach","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962311017&doi=10.1109%2fHUMANOIDS.2015.7363590&partnerID=40&md5=f616318faf85886a24a46d94ae936d90","Neuroinformatics Group in the Faculty of Technology, Bielefeld University, Germany; Computer Graphics and Geometry Processing Group in the Faculty of Technology, Bielefeld University, Germany","Maycock, J., Neuroinformatics Group in the Faculty of Technology, Bielefeld University, Germany; Röhlig, T., Neuroinformatics Group in the Faculty of Technology, Bielefeld University, Germany; Schröder, M., Computer Graphics and Geometry Processing Group in the Faculty of Technology, Bielefeld University, Germany; Botsch, M., Computer Graphics and Geometry Processing Group in the Faculty of Technology, Bielefeld University, Germany; Ritter, H., Neuroinformatics Group in the Faculty of Technology, Bielefeld University, Germany"
"Poth C.H., Herwig A., Schneider W.X.","Breaking object correspondence across saccadic eye movements deteriorates object recognition","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954073695&doi=10.3389%2ffnsys.2015.00176&partnerID=40&md5=60af0a1cafb58997a0569b269dc30948","Neuro-Cognitive Psychology, Department of Psychology, Bielefeld University, Bielefeld, Germany; Cluster of Excellence Cognitive Interaction Technology, Bielefeld University, Bielefeld, Germany","Poth, C.H., Neuro-Cognitive Psychology, Department of Psychology, Bielefeld University, Bielefeld, Germany, Cluster of Excellence Cognitive Interaction Technology, Bielefeld University, Bielefeld, Germany; Herwig, A., Neuro-Cognitive Psychology, Department of Psychology, Bielefeld University, Bielefeld, Germany, Cluster of Excellence Cognitive Interaction Technology, Bielefeld University, Bielefeld, Germany; Schneider, W.X., Neuro-Cognitive Psychology, Department of Psychology, Bielefeld University, Bielefeld, Germany, Cluster of Excellence Cognitive Interaction Technology, Bielefeld University, Bielefeld, Germany"
"Rückert C., Leipoldt F., Zeyhle P., Fenical W., Jensen P.R., Kalinowski J., Heide L., Kaysser L.","Complete genome sequence of Streptomyces sp. CNQ-509, a prolific producer of meroterpenoid chemistry","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946213446&doi=10.1016%2fj.jbiotec.2015.08.009&partnerID=40&md5=749df92ace8e8308209e2a9b0fe07711","Technology Platform Genomics, Center for Biotechnology, Bielefeld University, Bielefeld, Germany; Pharmaceutical Institute, Tübingen University, Tübingen, Germany; German Centre for Infection Research (DZIF), Partner Site Tübingen, Germany; Scripps Institution of Oceanography, University of California San Diego, La Jolla, CA, United States; Department of Biology, Massachusetts Institute of Technology, Cambridge, MA, United States","Rückert, C., Technology Platform Genomics, Center for Biotechnology, Bielefeld University, Bielefeld, Germany, Department of Biology, Massachusetts Institute of Technology, Cambridge, MA, United States; Leipoldt, F., Pharmaceutical Institute, Tübingen University, Tübingen, Germany, German Centre for Infection Research (DZIF), Partner Site Tübingen, Germany; Zeyhle, P., Pharmaceutical Institute, Tübingen University, Tübingen, Germany; Fenical, W., Scripps Institution of Oceanography, University of California San Diego, La Jolla, CA, United States; Jensen, P.R., Scripps Institution of Oceanography, University of California San Diego, La Jolla, CA, United States; Kalinowski, J., Technology Platform Genomics, Center for Biotechnology, Bielefeld University, Bielefeld, Germany; Heide, L., Pharmaceutical Institute, Tübingen University, Tübingen, Germany, German Centre for Infection Research (DZIF), Partner Site Tübingen, Germany; Kaysser, L., Pharmaceutical Institute, Tübingen University, Tübingen, Germany, German Centre for Infection Research (DZIF), Partner Site Tübingen, Germany"
"Shestakov A.S., Schmid M., Meier D., Kuschel T., Back C.H.","Dependence of transverse magnetothermoelectric effects on inhomogeneous magnetic fields","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84950320944&doi=10.1103%2fPhysRevB.92.224425&partnerID=40&md5=d913f34a3545a47250147bf23abb774d","Institute of Experimental and Applied Physics, University of Regensburg, Regensburg, 93040, Germany; Center for Spinelectronic Materials and Devices, Physics Department, Bielefeld University, Bielefeld, 33615, Germany","Shestakov, A.S., Institute of Experimental and Applied Physics, University of Regensburg, Regensburg, 93040, Germany; Schmid, M., Institute of Experimental and Applied Physics, University of Regensburg, Regensburg, 93040, Germany; Meier, D., Center for Spinelectronic Materials and Devices, Physics Department, Bielefeld University, Bielefeld, 33615, Germany; Kuschel, T., Center for Spinelectronic Materials and Devices, Physics Department, Bielefeld University, Bielefeld, 33615, Germany; Back, C.H., Institute of Experimental and Applied Physics, University of Regensburg, Regensburg, 93040, Germany"
"Palma J., Manthe U.","A Quasiclassical Study of the F(2P) + CHD3 (ν 1 = 0,1) Reactive System on an Accurate Potential Energy Surface","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84950316666&doi=10.1021%2facs.jpca.5b06184&partnerID=40&md5=2204c3d802a75b9e0631eca5f86c9df2","Departamento de Ciencia y Tecnología, Universidad Nacional de Quilmes, Sáenz Pena 352, Bernal, B1876BXD, Argentina; Theoretische Chemie, Fakultät für Chemie, Universität Bielefeld, Universitätsstr. 25, Bielefeld, D-33615, Germany","Palma, J., Departamento de Ciencia y Tecnología, Universidad Nacional de Quilmes, Sáenz Pena 352, Bernal, B1876BXD, Argentina; Manthe, U., Theoretische Chemie, Fakultät für Chemie, Universität Bielefeld, Universitätsstr. 25, Bielefeld, D-33615, Germany"
"Nolla-Ardèvol V., Peces M., Strous M., Tegetmeyer H.E.","Metagenome from a Spirulina digesting biogas reactor: Analysis via binning of contigs and classification of short reads","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84950281526&doi=10.1186%2fs12866-015-0615-1&partnerID=40&md5=a7738958dfa9a6c8fc80bbd590b936a8","Institute for Genome Research and Systems Biology, Center for Biotechnology, Office G2-152, Bielefeld University, Universitätsstraße 27, Bielefeld, D-33615, Germany; Department of Chemical Engineering, University of Barcelona, C/ Martí i Franquès, 1, Barcelona, 08028, Spain; Centre for Solid Waste Bioprocessing, Schools of Civil and Chemical Engineering, University of Queensland, Brisbane, QLD  4072, Australia; Department of Geoscience, University of Calgary, 2500 University Drive NW, Calgary, AB  T2N 1 N4, Canada; Max Planck Institute for Marine Microbiology, Celsiusstraße 1, Bremen, D-28359, Germany","Nolla-Ardèvol, V., Institute for Genome Research and Systems Biology, Center for Biotechnology, Office G2-152, Bielefeld University, Universitätsstraße 27, Bielefeld, D-33615, Germany; Peces, M., Department of Chemical Engineering, University of Barcelona, C/ Martí i Franquès, 1, Barcelona, 08028, Spain, Centre for Solid Waste Bioprocessing, Schools of Civil and Chemical Engineering, University of Queensland, Brisbane, QLD  4072, Australia; Strous, M., Institute for Genome Research and Systems Biology, Center for Biotechnology, Office G2-152, Bielefeld University, Universitätsstraße 27, Bielefeld, D-33615, Germany, Department of Geoscience, University of Calgary, 2500 University Drive NW, Calgary, AB  T2N 1 N4, Canada, Max Planck Institute for Marine Microbiology, Celsiusstraße 1, Bremen, D-28359, Germany; Tegetmeyer, H.E., Institute for Genome Research and Systems Biology, Center for Biotechnology, Office G2-152, Bielefeld University, Universitätsstraße 27, Bielefeld, D-33615, Germany, Max Planck Institute for Marine Microbiology, Celsiusstraße 1, Bremen, D-28359, Germany"
"Feijão P., Martinez F.V., Thévenin A.","On the distribution of cycles and paths in multichromosomal breakpoint graphs and the expected value of rearrangement distance","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977585912&doi=10.1186%2f1471-2105-16-S19-S1&partnerID=40&md5=69cb83f1513ef7c912f0087a70e8dfa4","Bielefeld University, Faculty of Technology, Universitätsstraße 25, Bielefeld, 33615, Germany; Center for Biotechnology (CeBiTec), Bielefeld University, Institute for Bioinformatics, Bielefeld, Germany; Universidade Federal de Mato Grosso do Sul, Faculdade de Computação, Campo Grande, 79070-900, Brazil","Feijão, P., Bielefeld University, Faculty of Technology, Universitätsstraße 25, Bielefeld, 33615, Germany, Center for Biotechnology (CeBiTec), Bielefeld University, Institute for Bioinformatics, Bielefeld, Germany; Martinez, F.V., Bielefeld University, Faculty of Technology, Universitätsstraße 25, Bielefeld, 33615, Germany, Center for Biotechnology (CeBiTec), Bielefeld University, Institute for Bioinformatics, Bielefeld, Germany, Universidade Federal de Mato Grosso do Sul, Faculdade de Computação, Campo Grande, 79070-900, Brazil; Thévenin, A., Bielefeld University, Faculty of Technology, Universitätsstraße 25, Bielefeld, 33615, Germany, Center for Biotechnology (CeBiTec), Bielefeld University, Institute for Bioinformatics, Bielefeld, Germany"
"Rossmann T.","Computing topological zeta functions of groups, algebras, and modules, II","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943665025&doi=10.1016%2fj.jalgebra.2015.07.039&partnerID=40&md5=79ebb3b674d0b27446e84e1de74440af","Fakultät für Mathematik, Universität Bielefeld, Bielefeld, D-33501, Germany","Rossmann, T., Fakultät für Mathematik, Universität Bielefeld, Bielefeld, D-33501, Germany"
"Reiss K., Schunck R., Razum O.","Effect of length of stay on smoking among turkish and eastern european immigrants in germany-interpretation in the light of the smoking epidemic model and the acculturation theory","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949983936&doi=10.3390%2fijerph121215030&partnerID=40&md5=b79e69fa067c6cc68d8af14fea3081b8","Department of Epidemiology and International Public Health, Bielefeld School of Public Health, Bielefeld University, P.O. Box 100131, Bielefeld, 33501, Germany; Aid Information Service on Food, Agriculture, Consumer Protection, Heilsbachstraße 16, Bonn, 53123, Germany; Department of Sociology, Bielefeld University, P.O. Box 100131, Bielefeld, 33501, Germany","Reiss, K., Department of Epidemiology and International Public Health, Bielefeld School of Public Health, Bielefeld University, P.O. Box 100131, Bielefeld, 33501, Germany, Aid Information Service on Food, Agriculture, Consumer Protection, Heilsbachstraße 16, Bonn, 53123, Germany; Schunck, R., Department of Sociology, Bielefeld University, P.O. Box 100131, Bielefeld, 33501, Germany; Razum, O., Department of Epidemiology and International Public Health, Bielefeld School of Public Health, Bielefeld University, P.O. Box 100131, Bielefeld, 33501, Germany"
"Yu J., Gibbon D.","Time Group types in Mandarin syllable annotations","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962808644&doi=10.1109%2fICSDA.2015.7357881&partnerID=40&md5=a40262679d1171f57c31ec4b214a5ca3","School of Foreign Languages, Tongji University, Shanghai, China; Fakultät für Linguistik und Literaturwissenschaft, Universität Bielefeld, Bielefeld, Germany","Yu, J., School of Foreign Languages, Tongji University, Shanghai, China; Gibbon, D., Fakultät für Linguistik und Literaturwissenschaft, Universität Bielefeld, Bielefeld, Germany"
"Nölke L., Mensing M., Krämer A., Hornberg C.","Sociodemographic and health-(care-)related characteristics of online health information seekers: A cross-sectional German study","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938569926&doi=10.1186%2fs12889-015-1423-0&partnerID=40&md5=b3771bd3f112578b4e8afc1a821a8326","Department of Environment and Health, Bielefeld University, School of Public Health, Universitätsstraße 25, Bielefeld, 33615, Germany; NRW Centre for Health, Westerfeldstraße 35/37, Bielefeld, 33611, Germany; Department of Public Health Medicine, Bielefeld University, School of Public Health, Universitätsstraße 25, Bielefeld, 33615, Germany","Nölke, L., Department of Environment and Health, Bielefeld University, School of Public Health, Universitätsstraße 25, Bielefeld, 33615, Germany; Mensing, M., NRW Centre for Health, Westerfeldstraße 35/37, Bielefeld, 33611, Germany; Krämer, A., Department of Public Health Medicine, Bielefeld University, School of Public Health, Universitätsstraße 25, Bielefeld, 33615, Germany; Hornberg, C., Department of Environment and Health, Bielefeld University, School of Public Health, Universitätsstraße 25, Bielefeld, 33615, Germany"
"Dehio N., Reinhart R.F., Steil J.J.","Multiple task optimization with a mixture of controllers for motion generation","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958214179&doi=10.1109%2fIROS.2015.7354294&partnerID=40&md5=5f3de978dd8a0bba130e890e1796c8a4","Cognition and Robotics (CoR-Lab), Faculty of Technology, Bielefeld University, Universitätsstr. 25, Bielefeld, 33615, Germany","Dehio, N., Cognition and Robotics (CoR-Lab), Faculty of Technology, Bielefeld University, Universitätsstr. 25, Bielefeld, 33615, Germany; Reinhart, R.F., Cognition and Robotics (CoR-Lab), Faculty of Technology, Bielefeld University, Universitätsstr. 25, Bielefeld, 33615, Germany; Steil, J.J., Cognition and Robotics (CoR-Lab), Faculty of Technology, Bielefeld University, Universitätsstr. 25, Bielefeld, 33615, Germany"
"Elbrechter C., Maycock J., Haschke R., Ritter H.","Discriminating liquids using a robotic kitchen assistant","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958185197&doi=10.1109%2fIROS.2015.7353449&partnerID=40&md5=88d14c56e4e5c1ab445577aa153c902a","Neuroinformatics Group, Bielefeld University, Germany","Elbrechter, C., Neuroinformatics Group, Bielefeld University, Germany; Maycock, J., Neuroinformatics Group, Bielefeld University, Germany; Haschke, R., Neuroinformatics Group, Bielefeld University, Germany; Ritter, H., Neuroinformatics Group, Bielefeld University, Germany"
"Buscher G., Meier M., Walck G., Haschke R., Ritter H.J.","Augmenting curved robot surfaces with soft tactile skin","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958165339&doi=10.1109%2fIROS.2015.7353568&partnerID=40&md5=8b7fc39d45bf4a9e73fe67edf1fb0df2","Neuroinformatics Group, Center of Excellence Cognitive Interaction Technology (CITEC), Bielefeld University, Germany","Buscher, G., Neuroinformatics Group, Center of Excellence Cognitive Interaction Technology (CITEC), Bielefeld University, Germany; Meier, M., Neuroinformatics Group, Center of Excellence Cognitive Interaction Technology (CITEC), Bielefeld University, Germany; Walck, G., Neuroinformatics Group, Center of Excellence Cognitive Interaction Technology (CITEC), Bielefeld University, Germany; Haschke, R., Neuroinformatics Group, Center of Excellence Cognitive Interaction Technology (CITEC), Bielefeld University, Germany; Ritter, H.J., Neuroinformatics Group, Center of Excellence Cognitive Interaction Technology (CITEC), Bielefeld University, Germany"
"Huser T., Hachmeister H., Pilger C., Mönkemöller V., Hübner W., Hennig S., Müller M., Wiebusch G.","Label-free super-resolution optical microscopy of cellular dynamics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088773270&doi=10.1364%2facpc.2015.as3i.1&partnerID=40&md5=a421f01069c223aa4671cfd27a3b27d4","Department of Physics, University of Bielefeld, Universitätsstr. 25, Bielefeld, Germany","Huser, T., Department of Physics, University of Bielefeld, Universitätsstr. 25, Bielefeld, Germany; Hachmeister, H., Department of Physics, University of Bielefeld, Universitätsstr. 25, Bielefeld, Germany; Pilger, C., Department of Physics, University of Bielefeld, Universitätsstr. 25, Bielefeld, Germany; Mönkemöller, V., Department of Physics, University of Bielefeld, Universitätsstr. 25, Bielefeld, Germany; Hübner, W., Department of Physics, University of Bielefeld, Universitätsstr. 25, Bielefeld, Germany; Hennig, S., Department of Physics, University of Bielefeld, Universitätsstr. 25, Bielefeld, Germany; Müller, M., Department of Physics, University of Bielefeld, Universitätsstr. 25, Bielefeld, Germany; Wiebusch, G., Department of Physics, University of Bielefeld, Universitätsstr. 25, Bielefeld, Germany"
"Pilger C., Hachmeister H., Müller M., Wiebusch G., Huser T.","SI-CARS: CARS microscopy beyond the diffraction limit by structured illumination","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087241652&doi=10.1364%2facpc.2015.asu2a.160&partnerID=40&md5=a12d54ded7ba5fd7f1d980692e98791a","Biomolecular Photonics, Department of Physics, University of Bielefeld, Universitaetsstr. 25, Bielefeld, Germany","Pilger, C., Biomolecular Photonics, Department of Physics, University of Bielefeld, Universitaetsstr. 25, Bielefeld, Germany; Hachmeister, H., Biomolecular Photonics, Department of Physics, University of Bielefeld, Universitaetsstr. 25, Bielefeld, Germany; Müller, M., Biomolecular Photonics, Department of Physics, University of Bielefeld, Universitaetsstr. 25, Bielefeld, Germany; Wiebusch, G., Biomolecular Photonics, Department of Physics, University of Bielefeld, Universitaetsstr. 25, Bielefeld, Germany; Huser, T., Biomolecular Photonics, Department of Physics, University of Bielefeld, Universitaetsstr. 25, Bielefeld, Germany"
"Hachmeister H., Pilger C., Wiebusch G., Huser T.","Enhancing the molecular sensitivity of coherent Raman scattering by doubly-resonant CARS (DR-CARS)","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085406797&doi=10.1364%2facpc.2015.am2b.3&partnerID=40&md5=498b649b7b9c18de50e9c467c86ada15","Biomolecular Photonics, Department of Physics, University of Bielefeld, Universitaetsstr. 25, Bielefeld, Germany","Hachmeister, H., Biomolecular Photonics, Department of Physics, University of Bielefeld, Universitaetsstr. 25, Bielefeld, Germany; Pilger, C., Biomolecular Photonics, Department of Physics, University of Bielefeld, Universitaetsstr. 25, Bielefeld, Germany; Wiebusch, G., Biomolecular Photonics, Department of Physics, University of Bielefeld, Universitaetsstr. 25, Bielefeld, Germany; Huser, T., Biomolecular Photonics, Department of Physics, University of Bielefeld, Universitaetsstr. 25, Bielefeld, Germany"
"Chu J.J., Khan M.H., Jahn H.J., Kraemer A.","Comparison of subjective health complaints between Chinese and German university students: A cross-sectional study","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949808239&doi=10.3390%2fijerph121215019&partnerID=40&md5=b1e475a8a22d14e00d998673db8b38b3","Department of Public Health Medicine, School of Public Health, Bielefeld University, Universitaetsstr. 25, Bielefeld, 33615, Germany","Chu, J.J., Department of Public Health Medicine, School of Public Health, Bielefeld University, Universitaetsstr. 25, Bielefeld, 33615, Germany; Khan, M.H., Department of Public Health Medicine, School of Public Health, Bielefeld University, Universitaetsstr. 25, Bielefeld, 33615, Germany; Jahn, H.J., Department of Public Health Medicine, School of Public Health, Bielefeld University, Universitaetsstr. 25, Bielefeld, 33615, Germany; Kraemer, A., Department of Public Health Medicine, School of Public Health, Bielefeld University, Universitaetsstr. 25, Bielefeld, 33615, Germany"
"Klassen V., Blifernez-Klassen O., Hoekzema Y., Mussgnug J.H., Kruse O.","A novel one-stage cultivation/fermentation strategy for improved biogas production with microalgal biomass","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947016769&doi=10.1016%2fj.jbiotec.2015.05.008&partnerID=40&md5=79527661ce3fc81c75c484babc3fab2f","Bielefeld University, Faculty of Biology, Center for Biotechnology (CeBiTec), Universitätsstrasse 27, Bielefeld, 33615, Germany","Klassen, V., Bielefeld University, Faculty of Biology, Center for Biotechnology (CeBiTec), Universitätsstrasse 27, Bielefeld, 33615, Germany; Blifernez-Klassen, O., Bielefeld University, Faculty of Biology, Center for Biotechnology (CeBiTec), Universitätsstrasse 27, Bielefeld, 33615, Germany; Hoekzema, Y., Bielefeld University, Faculty of Biology, Center for Biotechnology (CeBiTec), Universitätsstrasse 27, Bielefeld, 33615, Germany; Mussgnug, J.H., Bielefeld University, Faculty of Biology, Center for Biotechnology (CeBiTec), Universitätsstrasse 27, Bielefeld, 33615, Germany; Kruse, O., Bielefeld University, Faculty of Biology, Center for Biotechnology (CeBiTec), Universitätsstrasse 27, Bielefeld, 33615, Germany"
"Kruse O.","Prospects and challenges for the development of algal biotechnology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946723964&doi=10.1016%2fj.jbiotec.2015.09.013&partnerID=40&md5=63b321aedfd6b98fe50712237fceb266","Department of Biology, Algae Biotechnology and Bioenergy, Bielefeld University, Germany","Kruse, O., Department of Biology, Algae Biotechnology and Bioenergy, Bielefeld University, Germany"
